Date,Vendor Code,Vendor,County,"Notes for ""Other",Product Description,Program,Proteins LBS,Starch LBS,Veg LBS,Fruit LBS,Baked Goods LBS,Dairy LBS,Grocery LBS,Indvid Meal LBS,Individual Meals,Total Pounds,,,,
1/11/2024,MIDD,Middlebury Food Pantry,ELK,,,CCFN,,,3.00,,,,,0.00,,3.00,,,,
1/11/2024,MIDD,Middlebury Food Pantry,ELK,,,CCFN,,,,,120.00,,117.00,0.00,,237.00,,,,
1/11/2024,MIDD,Middlebury Food Pantry,ELK,,,CCFN,,,,,280.00,,,0.00,,280.00,,,,
1/11/2024,OAK,Oaklawn: Recovery Cafe ,SJ,,,CCFN,,,,,,,,37.50, 30.00 ,37.50,,,,
1/11/2024,LADY,Our Lady of the Road,SJ,,,CCFN,225.00,,93.00,,70.00,,,0.00,,388.00,,,,
1/11/2024,PRE,Premier Arts Academy,ELK,,,Backpack,,,,,,,,150.00, 120.00 ,150.00,,,,
1/11/2024,SALVG,Salvation Army: Goshen,ELK,,,CCFN,,,,,,,180.00,0.00,,180.00,,,,
1/11/2024,SALVG,Salvation Army: Goshen,ELK,,,CCFN,199.00,96.00,48.00,,,204.00,,0.00,,547.00,,,,
1/11/2024,SBCS,South Bend Community Schools: Darden,SJ,,,Backpack,,,,,,,,562.50, 450.00 ,562.50,,,,
1/11/2024,SBCS,South Bend Community Schools: Warren,SJ,,,Backpack,,,,,,,,187.50, 150.00 ,187.50,,,,
1/11/2024,STA,St Augustine's Parish,SJ,,,CCFN,,,36.00,,,,,0.00,,36.00,,,,
1/11/2024,VINC,St. Vincent de Paul: St Pius,SJ,,,CCFN,,,,,,,,150.00, 120.00 ,150.00,,,,
1/11/2024,THB,The Hub Bristol,ELK,,,CCFN,,,7.50,,,,,0.00,,7.50,,,,
1/11/2024,THB,The Hub Bristol,ELK,,,CCFN,,,,27.50,,32.00,,0.00,,59.50,,,,
1/11/2024,THB,The Hub Bristol,ELK,,,CCFN,,,,,112.00,,,0.00,,112.00,,,,
1/11/2024,THB,The Hub Bristol,ELK,,,CCFN,,,,,,,135.00,0.00,,135.00,,,,
1/11/2024,THB,The Hub Bristol,ELK,,,CCFN,,64.00,72.00,,,102.00,78.00,0.00,,316.00,,,,
1/11/2024,UPP,Upper Room,SJ,,,CCFN,,16.00,24.00,,,68.00,143.00,0.00,,251.00,,,,
1/11/2024,WHC,World Harvest Church,ELK,,,CCFN,,,,,112.00,,,0.00,,112.00,,,,
1/11/2024,WHC,World Harvest Church,ELK,,,CCFN,385.00,,217.00,,180.00,204.00,,0.00,,986.00,,,,
1/11/2024,YWCA,YWCA,SJ,,,CCFN,225.00,,,,90.00,204.00,44.00,0.00,,563.00,,,,
1/12/2024,CTA,Christ Temple Apostolic Church,SJ,,,CCFN,,,,,,204.00,,0.00,,204.00,,,,
1/12/2024,CTA,Christ Temple Apostolic Church,SJ,,,CCFN,,80.00,120.00,,18.75,,943.50,0.00,,"1,162.25",,,,
1/12/2024,CLU,Clubhouse of St. Joseph County,SJ,,,CCFN,,,,,,,55.50,0.00,,55.50,,,,
1/12/2024,EFP,Edwardsburg Food Pantry,OTH,,,CCFN,,,,,,,210.00,0.00,,210.00,,,,
1/12/2024,EFP,Edwardsburg Food Pantry,OTH,,,CCFN,225.00,,,,,,,0.00,,225.00,,,,
1/12/2024,EFP,Edwardsburg Food Pantry,OTH,,,CCFN,,7.00,,,,,492.00,0.00,,499.00,,,,
1/12/2024,EFP,Edwardsburg Food Pantry,OTH,,,CCFN,,,123.00,,,,456.50,0.00,,579.50,,,,
1/12/2024,FAF,Feed A Friend,SJ,,,CCFN,45.00,,29.00,,,35.50,15.00,0.00,,124.50,,,,
1/12/2024,FAF,Feed A Friend,SJ,,,CCFN,,,24.00,,,,124.00,0.00,,148.00,,,,
1/12/2024,KBI,Kingdom Business International,SJ,,,CCFN,,,,,,,49.00,0.00,,49.00,,,,
1/12/2024,KBI,Kingdom Business International,SJ,,,CCFN,45.00,,20.00,,60.00,,620.00,0.00,,745.00,,,,
1/12/2024,LS,Legacy Steps,SJ,,,CCFN,,,,,,,,0.00,,0.00,,,,
1/12/2024,LS,Legacy Steps,SJ,,,CCFN,,,,,,,64.00,0.00,,64.00,,,,
1/12/2024,LS,Legacy Steps,SJ,,,CCFN,,,,,,,132.00,0.00,,132.00,,,,
1/12/2024,LYD,Lydick UMC,SJ,,,CCFN,,,,,,,180.00,0.00,,180.00,,,,
1/12/2024,MRN,Maranatha Missionary Baptist Church,SJ,,,CCFN,,,,,,,282.00,0.00,,282.00,,,,
1/12/2024,MRN,Maranatha Missionary Baptist Church,SJ,,,CCFN,225.00,,,,,,72.00,0.00,,297.00,,,,
1/12/2024,OAK,Oaklawn: Properties,SJ,,,CCFN,,9.00,,,,,36.00,0.00,,45.00,,,,
1/12/2024,OAK,Oaklawn: Properties,SJ,,,CCFN,,,,,3.00,,54.00,0.00,,57.00,,,,
1/12/2024,OAK,Oaklawn: Properties,SJ,,,CCFN,,,,,,,168.50,0.00,,168.50,,,,
1/12/2024,PAR,Paramount South Bend,SJ,,,Backpack,,,,,,,,187.50, 150.00 ,187.50,,,,
1/12/2024,RCLC,Robinson Community Learning Center,SJ,,,CCFN,,,,,,,96.00,0.00,,96.00,,,,
1/12/2024,RMCD,Ronald McDonald House,SJ,,,CCFN,45.00,,,,,,,0.00,,45.00,,,,
1/12/2024,SBCS,South Bend Community Schools:  Nuner Elementary,SJ,,,Backpack,,,,,,,,150.00, 120.00 ,150.00,,,,
1/12/2024,SBCS,South Bend Community Schools: Harrison,SJ,,,Backpack,,,,,,,,225.00, 180.00 ,225.00,,,,
1/12/2024,SBCS,South Bend Community Schools: Lincoln,SJ,,,Backpack,,,,,,,,300.00, 240.00 ,300.00,,,,
1/12/2024,SBCS,South Bend Community Schools: McKinley,SJ,,,Backpack,,,,,,,,337.50, 270.00 ,337.50,,,,
1/12/2024,SBCS,South Bend Community Schools: Washington HS,SJ,,,Backpack,,,,,,,,187.50, 150.00 ,187.50,,,,
1/12/2024,SBCS,South Bend Community Schools: Wilson,SJ,,,Backpack,,,,,,,,187.50, 150.00 ,187.50,,,,
1/12/2024,SJL,St. Joe Library,SJ,,,CCFN,,,,,,,150.00,0.00,,150.00,,,,
1/12/2024,SJL,St. Joe Library,SJ,,,CCFN,,,,,,,292.50,0.00,,292.50,,,,
1/12/2024,VINC,St. Vincent de Paul: Christ the King,SJ,,,CCFN,,,,,,,69.00,0.00,,69.00,,,,
1/12/2024,FCDC,The Center,ELK,,,CCFN,,10.00,,,,,27.00,0.00,,37.00,,,,
1/12/2024,FCDC,The Center,ELK,,,CCFN,,,,,,,142.50,0.00,,142.50,,,,
1/12/2024,FCDC,The Center,ELK,,,CCFN,,,144.00,,,,,0.00,,144.00,,,,
1/12/2024,FCDC,The Center,ELK,,,CCFN,,,,,,,162.00,0.00,,162.00,,,,
1/12/2024,FCDC,The Center,ELK,,,CCFN,180.00,,,,,,,0.00,,180.00,,,,
1/12/2024,FCDC,The Center,ELK,,,CCFN,,,,,,,188.00,0.00,,188.00,,,,
1/12/2024,FCDC,The Center,ELK,,,CCFN,5.00,,,,,,212.25,0.00,,217.25,,,,
1/12/2024,FCDC,The Center,ELK,,,CCFN,100.00,80.00,,,,,230.75,0.00,,410.75,,,,
1/15/2024,ANT,Antioch Missionary Baptist Church,SJ,,,CCFN,,,,,30.00,,,0.00,,30.00,,,,
1/15/2024,ANT,Antioch Missionary Baptist Church,SJ,,,CCFN,140.00,32.00,107.00,,30.00,68.00,50.00,0.00,,427.00,,,,
1/15/2024,CCFP,Clay Church Food Pantry,SJ,,,CCFN,,,,,,,,375.00, 300.00 ,375.00,,,,
1/15/2024,CLU,Clubhouse of St. Joseph County,SJ,,,CCFN,45.00,,72.00,,,,279.25,0.00,,396.25,,,,
1/15/2024,DFI,"Davis Foundation, Inc.",SJ,,,CCFN,5.00,,,,,,48.00,0.00,,53.00,,,,
1/15/2024,DFI,"Davis Foundation, Inc.",SJ,,,CCFN,160.00,,24.00,,,,70.75,0.00,,254.75,,,,
1/15/2024,FAF,Feed A Friend,SJ,,,CCFN,,,,,,,22.50,0.00,,22.50,,,,
1/15/2024,FAF,Feed A Friend,SJ,,,CCFN,45.00,,,,,34.00,,0.00,,79.00,,,,
1/15/2024,FAF,Feed A Friend,SJ,,,CCFN,,,,,,,113.00,0.00,,113.00,,,,
1/15/2024,GRIS,Grissom Middle School,SJ,,,Backpack,,,,,,,,75.00, 60.00 ,75.00,,,,
1/15/2024,MW,Midwest Food Bank,OTH,,,CCFN,"2,200.00",,"4,032.00",,,,"2,048.00",0.00,,"8,280.00",,,,
1/15/2024,OTH,Other,OTH,Valeries Lic Day care,,CCFN,,,,,,,678.00,0.00,,678.00,,,,
1/15/2024,OTH,Other,OTH,Valeries Lic Day care,,CCFN,,,168.00,,,170.00,448.25,0.00,,786.25,,,,
1/15/2024,SMH,Spa Ministry Homes,ELK,,,CCFN,,,17.00,,90.00,,367.50,0.00,,474.50,,,,
1/15/2024,SJL,St. Joe Library,SJ,,,CCFN,,,,,,,,202.50, 162.00 ,202.50,,,,
1/15/2024,VINC- ELK CO,St. Vincent de Paul - St. Vincent/St. Thomas,ELK,,,CCFN,90.00,,,,,,30.75,0.00,,120.75,,,,
1/15/2024,MLF,The Miracle Lyfe Foundation,SJ,,,CCFN,,,,,,,837.00,0.00,,837.00,,,,
1/15/2024,UPP,Upper Room,SJ,,,CCFN,1.00,,,,,,90.00,0.00,,91.00,,,,
1/15/2024,VFP,Village Food Pantry,SJ,,,CCFN,125.00,,48.00,,,,,0.00,,173.00,,,,
1/15/2024,VFP,Village Food Pantry,SJ,,,CCFN,5.00,,,,,,181.25,0.00,,186.25,,,,
1/16/2024,ANT,Antioch Missionary Baptist Church,SJ,,,CCFN,135.00,32.00,48.00,,,,,0.00,,215.00,,,,
1/16/2024,BCP,Broadway Christian Parish,SJ,,,CCFN,225.00,,187.00,,168.00,,261.25,0.00,,841.25,,,,
1/16/2024,CFP,Culver Food Pantry,MAR,,,CCFN,225.00,,,,70.00,,,0.00,,295.00,,,,
1/16/2024,DAV,David's Courage,MAR,,,CCFN,5.00,,48.00,,16.00,,126.75,0.00,,195.75,,,,
1/16/2024,FAF,Feed A Friend,SJ,,,CCFN,,,,,,,22.50,0.00,,22.50,,,,
1/16/2024,FAF,Feed A Friend,SJ,,,CCFN,45.00,,36.00,,,,66.50,0.00,,147.50,,,,
1/16/2024,LS,Legacy Steps,SJ,,,CCFN,,,,,,102.00,30.75,0.00,,132.75,,,,
1/16/2024,MCNC,Marshall County Neighborhood Center,MAR,,,CCFN,,,,,280.00,,120.00,0.00,,400.00,,,,
1/16/2024,MHM,Monastery of the Holy Martyrs,MAR,,,CCFN,,,,,168.00,,,0.00,,168.00,,,,
1/16/2024,MHM,Monastery of the Holy Martyrs,MAR,,,CCFN,160.00,,,,,,60.00,0.00,,220.00,,,,
1/16/2024,MHM,Monastery of the Holy Martyrs,MAR,,,CCFN,5.00,,,,,,224.25,0.00,,229.25,,,,
1/16/2024,MHM,Monastery of the Holy Martyrs,MAR,,,CCFN,,,120.00,,,,210.00,0.00,,330.00,,,,
1/16/2024,MHM,Monastery of the Holy Martyrs,MAR,,,CCFN,,11.00,1.25,43.00,,,283.00,0.00,,338.25,,,,
1/16/2024,MHM,Monastery of the Holy Martyrs,MAR,,,CCFN,,,,,,,501.00,0.00,,501.00,,,,
1/16/2024,MHM,Monastery of the Holy Martyrs,MAR,,,CCFN,225.00,,208.75,43.00,37.00,204.00,,0.00,,717.75,,,,
1/16/2024,MHM,Monastery of the Holy Martyrs,MAR,,,CCFN,450.00,64.00,168.00,,,,423.00,0.00,,"1,105.00",,,,
1/16/2024,NC,New Carlisle Food Pantry,SJ,,,CCFN,,,,,84.00,,,0.00,,84.00,,,,
1/16/2024,RCLC,Robinson Community Learning Center,SJ,,,CCFN,,,,,30.00,,78.50,0.00,,108.50,,,,
1/16/2024,SER,Serenity House,MAR,,,CCFN,,,,,,34.00,51.50,0.00,,85.50,,,,
1/16/2024,SJHD,St. Joe: Health Department ,SJ,,,CCFN,100.00,,120.00,,,,10.25,0.00,,230.25,,,,
1/16/2024,SJHD,St. Joe: Health Department ,SJ,,,CCFN,4.00,,,,,,552.00,0.00,,556.00,,,,
1/16/2024,VCC,The Village Community Center,ELK,,,CCFN,,,,,,,60.50,0.00,,60.50,,,,
1/17/2024,AIDS,Aids Ministries,SJ,,,CCFN,,,12.00,,,,96.00,0.00,,108.00,,,,
1/17/2024,BGCE,Boys & Girls Club Elkhart County ,ELK,Nappanee,,Backpack,,,24.00,,,,100.50,0.00,,124.50,,,,
1/17/2024,BGCE,Boys & Girls Club Elkhart County ,ELK,Nappanee,,Backpack,,,,,,,126.00,0.00,,126.00,,,,
1/17/2024,BGCE,Boys & Girls Club Elkhart County ,ELK,Nappanee,,Backpack,5.00,,,,,,192.00,0.00,,197.00,,,,
1/17/2024,BL,Bread of Life,MAR,,,CCFN,,,,,420.00,,,0.00,,420.00,,,,
1/17/2024,BL,Bread of Life,MAR,,,CCFN,225.00,320.00,311.00,,,,182.00,0.00,,"1,038.00",,,,
1/17/2024,BRCKSJ,Brick of Hope - St Joe County,SJ,,,CCFN,"4,431.00",,"2,171.00",127.00,276.00,843.00,633.25,0.00,,"8,481.25",,,,
1/17/2024,CTA,Christ Temple Apostolic Church,SJ,,,CCFN,106.00,,,,,,,0.00,,106.00,,,,
1/17/2024,CCC,Christian Center Church Food Pantry,SJ,,,CCFN,45.00,,99.00,,30.00,,156.00,0.00,,330.00,,,,
1/17/2024,CLU,Clubhouse of St. Joseph County,SJ,,,CCFN,10.00,,,,10.00,,16.00,0.00,,36.00,,,,
1/17/2024,DFM,Divine Faith Ministry,SJ,,,CCFN,,,,,,,67.50,0.00,,67.50,,,,
1/17/2024,DFM,Divine Faith Ministry,SJ,,,CCFN,4.00,,,,,,116.25,0.00,,120.25,,,,
1/17/2024,DFM,Divine Faith Ministry,SJ,,,CCFN,,,,,,,282.00,0.00,,282.00,,,,
1/17/2024,DFM,Divine Faith Ministry,SJ,,,CCFN,,,,,,,318.00,0.00,,318.00,,,,
1/17/2024,DFM,Divine Faith Ministry,SJ,,,CCFN,100.00,,,,,,278.00,0.00,,378.00,,,,
1/17/2024,FAF,Feed A Friend,SJ,,,CCFN,,,,,,,34.50,0.00,,34.50,,,,
1/17/2024,FAF,Feed A Friend,SJ,,,CCFN,45.00,16.00,48.00,,,,,0.00,,109.00,,,,
1/17/2024,FAF,Feed A Friend,SJ,,,CCFN,,,63.00,,,64.00,109.00,0.00,,236.00,,,,
1/17/2024,IUP,Ironwood United Pentecostal Food Pantry,SJ,,,CCFN,,,,,42.00,,,0.00,,42.00,,,,
1/17/2024,IUP,Ironwood United Pentecostal Food Pantry,SJ,,,CCFN,,,,,,,45.00,0.00,,45.00,,,,
1/17/2024,IUP,Ironwood United Pentecostal Food Pantry,SJ,,,CCFN,,,,,,,120.00,0.00,,120.00,,,,
1/17/2024,IUP,Ironwood United Pentecostal Food Pantry,SJ,,,CCFN,,,,,,204.00,,0.00,,204.00,,,,
1/17/2024,IUP,Ironwood United Pentecostal Food Pantry,SJ,,,CCFN,,,,,,,566.50,0.00,,566.50,,,,
1/17/2024,IUP,Ironwood United Pentecostal Food Pantry,SJ,,,CCFN,225.00,64.00,48.00,,,,312.25,0.00,,649.25,,,,
1/17/2024,KBI,Kingdom Business International,SJ,,,CCFN,,,,,13.00,,38.00,0.00,,51.00,,,,
1/17/2024,KBI,Kingdom Business International,SJ,,,CCFN,,224.00,119.00,,150.00,48.00,,0.00,,541.00,,,,
1/17/2024,LYD,Lydick UMC,SJ,,,CCFN,,,,,,,24.00,0.00,,24.00,,,,
1/17/2024,LYD,Lydick UMC,SJ,,,CCFN,1.00,,,,,,243.60,0.00,,244.60,,,,
1/17/2024,MRN,Maranatha Missionary Baptist Church,SJ,,,CCFN,196.00,,,,,,,0.00,,196.00,,,,
1/17/2024,MCCC,Marshall County Community Center,MAR,,,CCFN,531.00,,128.00,128.00,,,,0.00,,787.00,,,,
1/17/2024,MVC,Miami Village Church,SJ,,,CCFN,32.00,,,,100.75,,108.00,0.00,,240.75,,,,
1/17/2024,MW,Midwest Food Bank,OTH,,,CCFN,"2,854.00",,959.00,,,,"2,204.00",0.00,,"6,017.00",,,,
1/17/2024,MIL,Milford Food Bank,ELK,,,CCFN,"4,155.00",127.50,,,,,"3,143.00",0.00,,"7,425.50",,,,
1/17/2024,MFP,Mishawaka Food Pantry,SJ,,,CCFN,124.00,,,,,76.00,27.00,0.00,,227.00,,,,
1/17/2024,MFP,Mishawaka Food Pantry,SJ,,,CCFN,,,,,280.00,,,0.00,,280.00,,,,
1/17/2024,NAP,Nappanee Open Door,ELK,,,CCFN,5.00,,,,,,,0.00,,5.00,,,,
1/17/2024,NAP,Nappanee Open Door,ELK,,,CCFN,,,,,,,84.00,0.00,,84.00,,,,
1/17/2024,NAP,Nappanee Open Door,ELK,,,CCFN,,,,,,,120.00,0.00,,120.00,,,,
1/17/2024,NAP,Nappanee Open Door,ELK,,,CCFN,,,,,,,135.00,0.00,,135.00,,,,
1/17/2024,NAP,Nappanee Open Door,ELK,,,CCFN,,160.00,,,,,20.00,0.00,,180.00,,,,
1/17/2024,NAP,Nappanee Open Door,ELK,,,CCFN,,,,,,,252.00,0.00,,252.00,,,,
1/17/2024,NAP,Nappanee Open Door,ELK,,,CCFN,,,192.00,,,,128.00,0.00,,320.00,,,,
1/17/2024,OC,Oakhaven Community,MAR,,,CCFN,,,72.00,,,,13.50,0.00,,85.50,,,,
1/17/2024,SALVSJ,"Salvation Army: St Joe, Kroc Center",SJ,,,CCFN,,,,,,,36.00,0.00,,36.00,,,,
1/17/2024,SBCS,South Bend Community Schools: Madison STEAM Academy,SJ,,,Backpack,,,,,,,,712.50, 570.00 ,712.50,,,,
1/17/2024,STA,St Augustine's Parish,SJ,,,CCFN,,,240.00,,,,,0.00,,240.00,,,,
1/17/2024,SJL,St. Joe Library,SJ,,,CCFN,,,,,,,,202.50, 162.00 ,202.50,,,,
1/17/2024,SMH,St. Margaret's House,ELK,,,CCFN,225.00,96.00,144.00,,150.00,204.00,,0.00,,819.00,,,,
1/17/2024,STH,Store House,SJ,,,CCFN,,,30.00,,,,,0.00,,30.00,,,,
1/17/2024,STH,Store House,SJ,,,CCFN,,,,,,,72.00,0.00,,72.00,,,,
1/17/2024,STH,Store House,SJ,,,CCFN,,,,,84.00,,,0.00,,84.00,,,,
1/17/2024,STH,Store House,SJ,,,CCFN,225.00,160.00,36.00,,,204.00,385.50,0.00,,"1,010.50",,,,
1/17/2024,FCDC,The Center,ELK,,,CCFN,,,,,,,30.00,0.00,,30.00,,,,
1/17/2024,FCDC,The Center,ELK,,,CCFN,,,,,,,45.00,0.00,,45.00,,,,
1/17/2024,FCDC,The Center,ELK,,,CCFN,5.00,,,,,,212.25,0.00,,217.25,,,,
1/17/2024,WANE,Wa-Nee Community Schools,ELK,,,Backpack,,,,,105.00,,,187.50, 150.00 ,292.50,,,,
1/17/2024,WCC,Westside Church of Christ,SJ,,,CCFN,,,,,,,90.00,0.00,,90.00,,,,
1/17/2024,YWCA,YWCA,SJ,,,CCFN,90.00,96.00,384.00,,,68.00,20.25,0.00,,658.25,,,,
1/18/2024,BGCE,Boys & Girls Club Elkhart County ,ELK,Middlebury,,Backpack,,,,,,,3.50,0.00,,3.50,,,,
1/18/2024,BGCE,Boys & Girls Club Elkhart County ,ELK,,,Backpack,,,,,6.00,,,0.00,,6.00,,,,
1/18/2024,BGCE,Boys & Girls Club Elkhart County ,ELK,Goshen,,Backpack,,,,,,,,75.00, 60.00 ,75.00,,,,
1/18/2024,BGCE,Boys & Girls Club Elkhart County ,ELK,Goshen,,Backpack,,,,,6.00,,90.00,0.00,,96.00,,,,
1/18/2024,BGCE,Boys & Girls Club Elkhart County ,ELK,middlebury,,Backpack,5.00,,,,,,96.00,0.00,,101.00,,,,
1/18/2024,CUMC,Calvary United Methodist Church,ELK,,,CCFN,5.00,,,,,,199.50,0.00,,204.50,,,,
1/18/2024,CCFP,Clay Church Food Pantry,SJ,,,CCFN,,,,,350.00,,,375.00, 300.00 ,725.00,,,,
1/18/2024,CCFP,Clay Church Food Pantry,SJ,,,CCFN,,400.00,120.00,,,204.00,172.25,0.00,,896.25,,,,
1/18/2024,CON,Concord: South Side,ELK,,,Backpack,,,,,,,,187.50, 150.00 ,187.50,,,,
1/18/2024,CON,Concord: West Side,ELK,,,Backpack,,,,,,,,187.50, 150.00 ,187.50,,,,
1/18/2024,ELK,Elkhart Schools: Bristol,ELK,,,Backpack,,,,,,,,480.00, 384.00 ,480.00,,,,
1/18/2024,ELK,Elkhart Schools: CCS,ELK,,,Backpack,,,,,,,,"1,575.00"," 1,260.00 ","1,575.00",,,,
1/18/2024,ELK,Elkhart Schools: Cleveland Elementary,ELK,,,Backpack,,,,,,,,112.50, 90.00 ,112.50,,,,
1/18/2024,ELK,Elkhart Schools: Eastwood Elementary,ELK,,,Backpack,,,,,,,,150.00, 120.00 ,150.00,,,,
1/18/2024,ELK,Elkhart Schools: Mary Feeser ,ELK,,,Backpack,,,,,,,,75.00, 60.00 ,75.00,,,,
1/18/2024,ELK,Elkhart Schools: Pace Preschool/Hawthorne,ELK,,,Backpack,,,,,,,,262.50, 210.00 ,262.50,,,,
1/18/2024,ELK,Elkhart Schools: Pride Academy,ELK,,,Backpack,,,,,,,,22.50, 18.00 ,22.50,,,,
1/18/2024,ELK,Elkhart Schools: Riverview,ELK,,,Backpack,,,,,,,,135.00, 108.00 ,135.00,,,,
1/18/2024,FAF,Feed A Friend,SJ,,,CCFN,45.00,,48.00,,,,46.50,0.00,,139.50,,,,
1/18/2024,GCS,Goshen Schools: Chamberlain Elementary,ELK,,,Backpack,,,,,,,,45.00, 36.00 ,45.00,,,,
1/18/2024,GCS,Goshen Schools: Goshen Intermediate ,ELK,,,Backpack,,,,,,,,75.00, 60.00 ,75.00,,,,
1/18/2024,GCS,Goshen Schools: Model Elementary,ELK,,,Backpack,,,,,,,,112.50, 90.00 ,112.50,,,,
1/18/2024,GCS,Goshen Schools: Parkside Elementary,ELK,,,Backpack,,,,,,,,112.50, 90.00 ,112.50,,,,
1/18/2024,GCS,Goshen Schools: Waterford Elementary,ELK,,,Backpack,,,,,,,,120.00, 96.00 ,120.00,,,,
1/18/2024,GCS,Goshen Schools: West Goshen Elementary,ELK,,,Backpack,,,,,,,,112.50, 90.00 ,112.50,,,,
1/18/2024,GHG,Greater Harvest Full Gospel Church,OTH,,,CCFN,,,,6.00,,,70.00,0.00,,76.00,,,,
1/18/2024,GHG,Greater Harvest Full Gospel Church,OTH,,,CCFN,,,6.50,89.00,,,24.00,0.00,,119.50,,,,
1/18/2024,GHG,Greater Harvest Full Gospel Church,OTH,,,CCFN,,,,,,,232.50,0.00,,232.50,,,,
1/18/2024,GHG,Greater Harvest Full Gospel Church,OTH,,,CCFN,,,48.00,,,102.00,201.25,0.00,,351.25,,,,
1/18/2024,GRIS,Grissom Middle School,SJ,,,Backpack,,,,,,,,75.00, 60.00 ,75.00,,,,
1/18/2024,GFP,Gymtown Food Pantry,ELK,,,CCFN,,80.00,,,,,72.00,0.00,,152.00,,,,
1/18/2024,GFP,Gymtown Food Pantry,ELK,,,CCFN,,,,,,,300.00,0.00,,300.00,,,,
1/18/2024,GFP,Gymtown Food Pantry,ELK,,,CCFN,,,,,168.00,,,150.00, 120.00 ,318.00,,,,
1/18/2024,GFP,Gymtown Food Pantry,ELK,,,CCFN,225.00,,144.00,,,,20.25,0.00,,389.25,,,,
1/18/2024,GFP,Gymtown Food Pantry,ELK,,,CCFN,148.00,,148.00,,148.00,,,0.00,,444.00,,,,
1/18/2024,HCH,Heart City Health - Scenic,ELK,,,CCFN,,,,,,,,90.00, 72.00 ,90.00,,,,
1/18/2024,HCH,Heart City Health - Simpson,ELK,,,CCFN,,,,,,,,187.50, 150.00 ,187.50,,,,
1/18/2024,IUP,Ironwood United Pentecostal Food Pantry,SJ,,,CCFN,225.00,160.00,136.00,,,408.00,484.50,0.00,,"1,413.50",,,,
1/18/2024,KBI,Kingdom Business International,SJ,,,CCFN,90.00,,,,,,456.75,0.00,,546.75,,,,
1/18/2024,LVL,LaVille Elementary,SJ,,,Backpack,,,,,,,,300.00, 240.00 ,300.00,,,,
1/18/2024,MCA,Marshall County Council on Aging,MAR,,,CCFN,,,,,,,,75.00, 60.00 ,75.00,,,,
1/18/2024,MIDD,Middlebury Food Pantry,ELK,,,CCFN,,,,10.00,,,29.00,0.00,,39.00,,,,
1/18/2024,MIDD,Middlebury Food Pantry,ELK,,,CCFN,,,,,,,120.00,0.00,,120.00,,,,
1/18/2024,MIDD,Middlebury Food Pantry,ELK,,,CCFN,,160.00,,,,,,0.00,,160.00,,,,
1/18/2024,MIDD,Middlebury Food Pantry,ELK,,,CCFN,5.00,,,,,,212.25,0.00,,217.25,,,,
1/18/2024,MIDD,Middlebury Food Pantry,ELK,,,CCFN,,,,,280.00,,,0.00,,280.00,,,,
1/18/2024,NBC,New Beginnings Church of Deliverance ,SJ,,,CCFN,,,,62.00,,,141.00,0.00,,203.00,,,,
1/18/2024,OC,Oakhaven Community,MAR,,,CCFN,108.00,,,,,,,0.00,,108.00,,,,
1/18/2024,OAK,Oaklawn: Hope Ave,SJ,,,CCFN,4.00,,,,,,15.00,0.00,,19.00,,,,
1/18/2024,OAK,Oaklawn: Hope Ave,SJ,,,CCFN,,,,,,,70.00,0.00,,70.00,,,,
1/18/2024,OAK,Oaklawn: Oliver Apts,SJ,,,CCFN,49.00,,,,,,48.50,0.00,,97.50,,,,
1/18/2024,LADY,Our Lady of the Road,SJ,,,CCFN,,,,56.75,,,112.00,0.00,,168.75,,,,
1/18/2024,LADY,Our Lady of the Road,SJ,,,CCFN,,32.00,288.00,,,,72.00,0.00,,392.00,,,,
1/18/2024,PRE,Premier Arts Academy,ELK,,,Backpack,,,,,,,,150.00, 120.00 ,150.00,,,,
1/18/2024,SALVE,Salvation Army: Elkhart,ELK,,,CCFN,225.00,,48.00,,,,,0.00,,273.00,,,,
1/18/2024,SALVG,Salvation Army: Goshen,ELK,,,CCFN,,,,,,,157.50,0.00,,157.50,,,,
1/18/2024,SALVG,Salvation Army: Goshen,ELK,,,CCFN,,,,,,,348.00,0.00,,348.00,,,,
1/18/2024,SALVG,Salvation Army: Goshen,ELK,,,CCFN,90.00,,240.00,,27.00,,,0.00,,357.00,,,,
1/18/2024,THB,The Hub Bristol,ELK,,,CCFN,17.00,,,5.00,,,,0.00,,22.00,,,,
1/18/2024,THB,The Hub Bristol,ELK,,,CCFN,,,,, 112.00 ,,,0.00,,112.00,,,,
1/18/2024,THB,The Hub Bristol,ELK,,,CCFN,,,74.00,81.50,,,,0.00,,155.50,,,,
1/18/2024,THB,The Hub Bristol,ELK,,,CCFN,,32.00,264.00,,,,24.00,0.00,,320.00,,,,
1/18/2024,WHC,World Harvest Church,ELK,,,CCFN,,,,,77.00,,,0.00,,77.00,,,,
1/18/2024,WHC,World Harvest Church,ELK,,,CCFN,,,,,112.00,,,0.00,,112.00,,,,
1/18/2024,WHC,World Harvest Church,ELK,,,CCFN,"2,250.00",320.00,574.00,,,,"1,147.25",0.00,,"4,291.25",,,,
1/19/2024,ANT,Antioch Missionary Baptist Church,SJ,,,CCFN,90.00,,48.00,,5.00,,166.00,0.00,,309.00,,,,
1/19/2024,CTA,Christ Temple Apostolic Church,SJ,,,CCFN,,,,,,,120.00,0.00,,120.00,,,,
1/19/2024,EFP,Edwardsburg Food Pantry,OTH,,,CCFN,,,,,,,6.00,0.00,,6.00,,,,
