Date,Vendor Code,Vendor,County,"Notes for ""Other",Product Description,Program,Proteins LBS,Starch LBS,Veg LBS,Fruit LBS,Baked Goods LBS,Dairy LBS,Grocery LBS,Indvid Meal LBS,Individual Meals,Total Pounds,,,,
2/1/2024,CUMC,Calvary United Methodist Church,ELK,,,CCFN,,,,,52,,146.00,0.00,,198.00,,,,
2/1/2024,CCFP,Clay Church Food Pantry,SJ,,,CCFN,,,,,,,109.00,0.00,,109.00,,,,
2/1/2024,CCFP,Clay Church Food Pantry,SJ,,,CCFN,,,,,350.00,,,375.00, 300.00 ,725.00,,,,
2/1/2024,CON,Concord: South Side,ELK,,,Backpack,,,,,,,,187.50,150,187.50,,,,
2/1/2024,CON,Concord: West Side,ELK,,,Backpack,,,,,,,,187.50,150,187.50,,,,
2/1/2024,DB,Dirty Bills (waste),SJ,,,CCFN,,,,,186,14,,0.00,,200.00,,,,
2/1/2024,ELK,Elkhart Schools: Bristol,ELK,,,Backpack,,,,,,,,502.50,402,502.50,,,,
2/1/2024,ELK,Elkhart Schools: Cleveland Elementary,ELK,,,Backpack,,,,,,,,37.50,30,37.50,,,,
2/1/2024,ELK,Elkhart Schools: Eastwood Elementary,ELK,,,Backpack,,,,,,,,135.00,108,135.00,,,,
2/1/2024,ELK,Elkhart Schools: Mary Daly,ELK,,,Backpack,,,,,,,,337.50,270,337.50,,,,
2/1/2024,ELK,Elkhart Schools: Mary Feeser ,ELK,,,Backpack,,,,,,,,75.00, 60.00 ,75.00,,,,
2/1/2024,ELK,Elkhart Schools: Pace Preschool/Hawthorne,ELK,,,Backpack,,,,,,,,247.50, 198.00 ,247.50,,,,
2/1/2024,ELK,Elkhart Schools: Pride Academy,ELK,,,Backpack,,,,,,,,22.50,18,22.50,,,,
2/1/2024,ELK,Elkhart Schools: Riverview,ELK,,,Backpack,,,,,,,,187.50, 150.00 ,187.50,,,,
2/1/2024,FAF,Feed A Friend,SJ,,,CCFN,,,24.00,3,13,,69.00,0.00,,109.00,,,,
2/1/2024,GCS,Goshen Schools: Chamberlain Elementary,ELK,,,Backpack,,,,,,,,45.00, 36.00 ,45.00,,,,
2/1/2024,GCS,Goshen Schools: Goshen Intermediate ,ELK,,,Backpack,,,,,,,,75.00,60,75.00,,,,
2/1/2024,GCS,Goshen Schools: Model Elementary,ELK,,,Backpack,,,,,,,,112.50,90,112.50,,,,
2/1/2024,GCS,Goshen Schools: Parkside Elementary,ELK,,,Backpack,,,,,,,,112.50,90,112.50,,,,
2/1/2024,GCS,Goshen Schools: Prairie View Elementary,ELK,,,Backpack,,,,,,,,82.50,66,82.50,,,,
2/1/2024,GCS,Goshen Schools: Waterford Elementary,ELK,,,Backpack,,,,,,,,120.00,96,120.00,,,,
2/1/2024,GCS,Goshen Schools: West Goshen Elementary,ELK,,,Backpack,,,,,,,,112.50,90,112.50,,,,
2/1/2024,GHG,Greater Harvest Full Gospel Church,OTH,,,CCFN,,,20.00,9,,,132.25,0.00,,161.25,,,,
2/1/2024,GRIS,Grissom Middle School,SJ,,,Backpack,,,,,,,,75.00, 60.00 ,75.00,,,,
2/1/2024,GFP,Gymtown Food Pantry,ELK,,,CCFN,91,,,,259,,91.00,75.00,60,516.00,,,,
2/1/2024,HCH,Heart City Health - Scenic,ELK,,,CCFN,,,,,,,,90.00,72,90.00,,,,
2/1/2024,HCH,Heart City Health - Simpson,ELK,,,CCFN,,,,,,,,187.50,150,187.50,,,,
2/1/2024,HCH,Heart City Health - WH,ELK,,,CCFN,,,,,,,,52.50,42,52.50,,,,
2/1/2024,LVL,LaVille Elementary,SJ,,,Backpack,,,,,,,,300.00, 240.00 ,300.00,,,,
2/1/2024,LS,Legacy Steps,SJ,,,CCFN,,,,,,100,45.00,0.00,,145.00,,,,
2/1/2024,LYD,Lydick UMC,SJ,,,CCFN,,,15.50,22,151,9,231.00,0.00,,428.50,,,,
2/1/2024,MIDD,Middlebury Food Pantry,ELK,,,CCFN,,,,,280,,,0.00,,280.00,,,,
2/1/2024,MIDD,Middlebury Food Pantry,ELK,,,CCFN,,,,60.00,164.00,,277.00,0.00,,501.00,,,,
2/1/2024,PRE,Premier Arts Academy,ELK,,,Backpack,,,,,,,,150.00, 120.00 ,150.00,,,,
2/1/2024,SALVG,Salvation Army: Goshen,ELK,,,CCFN,,40.00,102.00,60.00,68.00,,155.75,0.00,,425.75,,,,
2/1/2024,SJHD,St. Joe: Health Department ,SJ,,,CCFN,,30,72.00,,82,,25.00,0.00,,209.00,,,,
2/1/2024,SJHD,St. Joe: Health Department ,SJ,,,CCFN,,,240.00,,,,231.00,0.00,,471.00,,,,
2/1/2024,STP,St. Paul's UMC,ELK,,,CCFN,,80,30.00,69,138,,72.00,0.00,,389.00,,,,
2/1/2024,STP,St. Paul's UMC,ELK,,,CCFN,,,120.00,,180,,154.75,0.00,,454.75,,,,
2/1/2024,THB,The Hub Bristol,ELK,,,CCFN,,,55.00,86.00,112.00,,162.00,0.00,,415.00,,,,
2/1/2024,VCC,The Village Community Center,ELK,,,CCFN,,,,,26,,26.00,0.00,,52.00,,,,
2/1/2024,UPP,Upper Room,SJ,,,CCFN,,,,,34,,84.00,0.00,,118.00,,,,
2/1/2024,WCC,Westside Church of Christ,SJ,,,CCFN,,,,,,,56.00,0.00,,56.00,,,,
2/1/2024,WHC,World Harvest Church,ELK,,,CCFN,,,,,,,262.00,0.00,,262.00,,,,
2/1/2024,WHC,World Harvest Church,ELK,,,CCFN,,,13.00,,112.00,,461.00,0.00,,586.00,,,,
2/1/2024,WHC,World Harvest Church,ELK,,,CCFN,,,240.00,,180.00,,240.00,0.00,,660.00,,,,
2/2/2024,CAR,Career Academy,SJ,,,Backpack,,,,,,,,262.50, 210.00 ,262.50,,,,
2/2/2024,CTA,Christ Temple Apostolic Church,SJ,,,CCFN,,,,,13,,408.00,0.00,,421.00,,,,
2/2/2024,CCC,Christian Center Church Food Pantry,SJ,,,CCFN,,,,,39,,182.00,0.00,,221.00,,,,
2/2/2024,EFP,Edwardsburg Food Pantry,OTH,,,CCFN,,27,,,39,80,130.75,0.00,,276.75,,,,
2/2/2024,EFP,Edwardsburg Food Pantry,OTH,,,CCFN,,40,198.00,,186,,136.00,0.00,,560.00,,,,
2/2/2024,FAF,Feed A Friend,SJ,,,CCFN,,,24.00,3,13,,84.00,0.00,,124.00,,,,
2/2/2024,IUSB,IUSB: Titans Feeding Titans,SJ,,,CCFN,,,30.00,,26,,102.00,0.00,,158.00,,,,
2/2/2024,MRN,Maranatha Missionary Baptist Church,SJ,,,CCFN,,,30.00,30,13,,54.25,0.00,,127.25,,,,
2/2/2024,MVC,Miami Village Church,SJ,,,CCFN,13,,,,34,30,91.00,0.00,,168.00,,,,
2/2/2024,NBC,New Beginnings Church of Deliverance ,SJ,,,CCFN,,,25.00,,26,,58.00,0.00,,109.00,,,,
2/2/2024,NIA,Northern Indiana Atheists,SJ,,,CCFN,,,5.00,6,13,,16.00,0.00,,40.00,,,,
2/2/2024,OAK,Oaklawn: Hope Ave,SJ,,,CCFN,,40,39.00,,53,,152.00,0.00,,284.00,,,,
2/2/2024,PAR,Paramount South Bend,SJ,,,Backpack,,,,,,,,150.00, 120.00 ,150.00,,,,
2/2/2024,PMB,Progressive Missionary  Baptist Church,SJ,,,CCFN,41,,,,,120,37.00,0.00,,198.00,,,,
2/2/2024,SBCS,South Bend Community Schools:  Nuner Elementary,SJ,,,Backpack,,,,,,,,150.00, 120.00 ,150.00,,,,
2/2/2024,SBCS,South Bend Community Schools: Clay Intermediate,SJ,,,Backpack,,,,,,,,375.00, 300.00 ,375.00,,,,
2/2/2024,SBCS,South Bend Community Schools: Harrison,SJ,,,Backpack,,,,,,,,225.00,180.00,225.00,,,,
2/2/2024,SBCS,South Bend Community Schools: Lincoln,SJ,,,Backpack,,,,,,,,300.00, 240.00 ,300.00,,,,
2/2/2024,SBCS,South Bend Community Schools: McKinley,SJ,,,Backpack,,,,,,,,337.50, 270.00 ,337.50,,,,
2/2/2024,SBCS,South Bend Community Schools: Warren,SJ,,,Backpack,,,,,,,,187.50, 150.00 ,187.50,,,,
2/2/2024,SBCS,South Bend Community Schools: Washington HS,SJ,,,Backpack,,,,,,,,187.50, 150.00 ,187.50,,,,
2/2/2024,SBCS,South Bend Community Schools: Wilson,SJ,,,Backpack,,,,,,,,187.50, 150.00 ,187.50,,,,
2/2/2024,GP,The Grace Place,SJ,,,CCFN,,,,,,,90.00,0.00,,90.00,,,,
2/2/2024,MLF,The Miracle Lyfe Foundation,SJ,,,CCFN,,,30.00,,40,,70.00,0.00,,140.00,,,,
2/2/2024,MLF,The Miracle Lyfe Foundation,SJ,,,CCFN,,,7.50,439.5,,,,0.00,,447.00,,,,
2/2/2024,MLF,The Miracle Lyfe Foundation,SJ,,,CCFN,,,,,,30,611.25,0.00,,641.25,,,,
2/3/2024,BRCKE,Brick of Hope - Elkhart,ELK,,,CCFN,1930,10,"1,365.00",,,345,"7,170.00",0.00,,"10,820.00",,,,
2/5/2024,ANT,Antioch Missionary Baptist Church,SJ,,,CCFN,,,10.00,,,34,17.25,0.00,,61.25,,,,
2/5/2024,CATH,Catholic Charities,SJ,,,CCFN,,,,18,52,,96.00,0.00,,166.00,,,,
2/5/2024,CCFP,Clay Church Food Pantry,SJ,,,CCFN,,,,,,,,375.00,300,375.00,,,,
2/5/2024,CLU,Clubhouse of St. Joseph County,SJ,,,CCFN,,,97.00,,26,,40.00,0.00,,163.00,,,,
2/5/2024,LTC,Life Treatment Center (wants to remain ANON),SJ,,,CCFN,,,,,,,72.00,0.00,,72.00,,,,
2/5/2024,LYD,Lydick UMC,SJ,,,CCFN,,,4.50,,,102,,0.00,,106.50,,,,
2/5/2024,MW,Midwest Food Bank,OTH,,,CCFN,,,,7470,,,,0.00,,"7,470.00",,,,
2/5/2024,OTH,Other,OTH,HeaIndiana.org,,CCFN,20.00,10.00,,,,,,0.00,,30.00,,,,
2/5/2024,SJL,St. Joe Library,SJ,,,CCFN,,,,,,,,202.50,162,202.50,,,,
2/5/2024,VINC- ELK CO,St. Vincent de Paul - St. Vincent/St. Thomas,ELK,,,CCFN,,,34.50,,39,98,22.50,0.00,,194.00,,,,
2/5/2024,UPP,Upper Room,SJ,,,CCFN,,,,6,13,,118.00,0.00,,137.00,,,,
2/6/2024,BGCE,Boys & Girls Club Elkhart County ,ELK,Nappanee,,Backpack,,,,,,,"1,112.00",0.00,,"1,112.00",,,,
2/6/2024,BGCM,Boys & Girls Club Marshall County,MAR,Bremen,,CCFN,,,,,,,"1,160.00",0.00,,"1,160.00",,,,
2/6/2024,CTA,Christ Temple Apostolic Church,SJ,,,CCFN,124,,106.00,75,332,31,32.00,0.00,,700.00,,,,
2/6/2024,CFP,Culver Food Pantry,MAR,,,CCFN,,,96.00,,122,204,40.00,0.00,,462.00,,,,
2/6/2024,DAV,David's Courage,MAR,,,CCFN,,,,,14,,22.50,0.00,,36.50,,,,
2/6/2024,ELK,Elkhart Schools: Pierre Moran,ELK,,,Backpack,,,,30,21,,218.00,90.00,72,359.00,,,,
2/6/2024,FAF,Feed A Friend,SJ,,,CCFN,,,33.50,,13,34,28.75,0.00,,109.25,,,,
2/6/2024,KBI,Kingdom Business International,SJ,,,CCFN,,,,,,,56.00,0.00,,56.00,,,,
2/6/2024,LPH,Lasalle Park Homes,SJ,,,CCFN,54,,,,,,,0.00,,54.00,,,,
2/6/2024,MCNC,Marshall County Neighborhood Center,MAR,,,CCFN,,,120.00,,280,204,67.00,0.00,,671.00,,,,
2/6/2024,MIL,Milford Food Bank,ELK,,,CCFN,2858,,,4386,,,"4,027.00",0.00,,"11,271.00",,,,
2/6/2024,MHM,Monastery of the Holy Martyrs,MAR,,,CCFN,123,,,,75,75,75.00,0.00,,348.00,,,,
2/6/2024,MHM,Monastery of the Holy Martyrs,MAR,,,CCFN,,107,255.00,,472,204,596.25,0.00,,"1,634.25",,,,
2/6/2024,NNE,Near Northeast Neighborhood Center,SJ,,,CCFN,31,,,62,,,,90.00,72,183.00,,,,
2/6/2024,NC,New Carlisle Food Pantry,SJ,,,CCFN,,,,,84,,,0.00,,84.00,,,,
2/6/2024,OAK,Oaklawn: Oliver Apts,SJ,,,CCFN,,,,5,21,4.5,44.00,0.00,,74.50,,,,
2/6/2024,PLY,Plymouth Comm Schools: Ancilla College,MAR,,,Backpack,,,,,,,,"2,812.50",2250,"2,812.50",,,,
2/6/2024,SJHD,St. Joe: Health Department ,SJ,,,CCFN,,,,,30,68,,0.00,,98.00,,,,
2/6/2024,STP,St. Paul's UMC,ELK,,,CCFN,,,48.00,,30,34,15.75,0.00,,127.75,,,,
2/6/2024,WHC,World Harvest Church,ELK,,,CCFN,132,,,,125,,,0.00,,257.00,,,,
2/7/2024,AIDS,Aids Ministries,SJ,,,CCFN,,,,,70,,,0.00,,70.00,,,,
2/7/2024,ANT,Antioch Missionary Baptist Church,SJ,,,CCFN,30,,,,,,162.00,0.00,,192.00,,,,
2/7/2024,BGCE,Boys & Girls Club Elkhart County ,ELK,nappanee,,Backpack,10,,,,,,42.00,0.00,,52.00,,,,
2/7/2024,BL,Bread of Life,MAR,,,CCFN,30,,10.00,,420,,602.00,0.00,,"1,062.00",,,,
2/7/2024,BRE,Bremen Schools,MAR,,,Backpack,,,,,,,,375.00,300,375.00,,,,
2/7/2024,CLU,Clubhouse of St. Joseph County,SJ,,,CCFN,30,,36.00,,,,153.00,0.00,,219.00,,,,
2/7/2024,DFM,Divine Faith Ministry,SJ,,,CCFN,60,,52.50,114,13,264,182.00,0.00,,685.50,,,,
2/7/2024,FAF,Feed A Friend,SJ,,,CCFN,10,,33.50,,13,34,68.75,0.00,,159.25,,,,
2/7/2024,IUP,Ironwood United Pentecostal Food Pantry,SJ,,,CCFN,,,,,84,,,0.00,,84.00,,,,
2/7/2024,IUP,Ironwood United Pentecostal Food Pantry,SJ,,,CCFN,30,40,85.50,7.5,72,204,931.25,0.00,,"1,370.25",,,,
2/7/2024,KBI,Kingdom Business International,SJ,,,CCFN,,,,119,30,73,350.00,0.00,,572.00,,,,
2/7/2024,LS,Legacy Steps,SJ,,,CCFN,30,,,,,,17.00,0.00,,47.00,,,,
2/7/2024,MFP,Mishawaka Food Pantry,SJ,,,CCFN,,,,,280,,,0.00,,280.00,,,,
2/7/2024,NAP,Nappanee Open Door,ELK,,,CCFN,,,120.00,24,42,204,71.50,0.00,,461.50,,,,
2/7/2024,NC,New Carlisle Food Pantry,SJ,,,CCFN,,,36.00,45,,,86.00,0.00,,167.00,,,,
2/7/2024,OC,Oakhaven Community,MAR,,,CCFN,20,,0.25,,42,224,112.00,0.00,,398.25,,,,
2/7/2024,OAK,Oaklawn: Hope Ave,SJ,,,CCFN,30,7,,18,20,100,55.00,0.00,,230.00,,,,
2/7/2024,PMB,Progressive Missionary  Baptist Church,SJ,,,CCFN,30,3,3.75,44,21,234,82.75,0.00,,418.50,,,,
2/7/2024,SALVSJ,"Salvation Army: St Joe, Kroc Center",SJ,,,CCFN,,,22.50,,,,60.50,0.00,,83.00,,,,
2/7/2024,SBCS,South Bend Community Schools: Madison STEAM Academy,SJ,,,Backpack,,,,,,,,637.50,510,637.50,,,,
2/7/2024,SMH,Spa Ministry Homes,ELK,,,CCFN,30,32,53.50,11,20,,19.00,0.00,,165.50,,,,
2/7/2024,SJL,St. Joe Library,SJ,,,CCFN,,,,,,,,202.50,162,202.50,,,,
2/7/2024,STH,Store House,SJ,,,CCFN,,,,,126,,,0.00,,126.00,,,,
2/7/2024,STH,Store House,SJ,,,CCFN,20,,3.50,21,,,265.00,0.00,,309.50,,,,
2/7/2024,STH,Store House,SJ,,,CCFN,,,75.00,60,52,204,187.00,0.00,,578.00,,,,
2/7/2024,FCDC,The Center,ELK,,,CCFN,,,,,,204,161.75,0.00,,365.75,,,,
2/7/2024,VCC,The Village Community Center,ELK,,,CCFN,10,,5.50,,,,60.00,0.00,,75.50,,,,
2/7/2024,WANE,Wa-Nee Community Schools,ELK,,,Backpack,,,,,133,,,150.00,120,283.00,,,,
2/7/2024,YWCA,YWCA,SJ,,,CCFN,,,18.00,14,,,131.25,0.00,,163.25,,,,
2/8/2024,BGCE,Boys & Girls Club Elkhart County ,ELK,middlebury,,Backpack,30,,24.00,,38,,71.00,0.00,,163.00,,,,
2/8/2024,CUMC,Calvary United Methodist Church,ELK,,,CCFN,30,,22.50,,82,204,168.00,0.00,,506.50,,,,
2/8/2024,CAPS,Child & Parent Services (CAPS),ELK,,,Backpack,,,,,,,,375.00, 300.00 ,375.00,,,,
2/8/2024,CCFP,Clay Church Food Pantry,SJ,,,CCFN,,,,,,,40.00,0.00,,40.00,,,,
2/8/2024,CCFP,Clay Church Food Pantry,SJ,,,CCFN,,,,,350.00,,109.00,375.00, 300.00 ,834.00,,,,
2/8/2024,CLU,Clubhouse of St. Joseph County,SJ,,,CCFN,5,,,,,,,0.00,,5.00,,,,
2/8/2024,CON,Concord: South Side,ELK,,,Backpack,,,,,,,,187.50,150,187.50,,,,
2/8/2024,CON,Concord: West Side,ELK,,,Backpack,,,,,,,,187.50,150,187.50,,,,
2/8/2024,ELK,Elkhart Schools: Bristol,ELK,,,Backpack,,,,,,,,487.50,390,487.50,,,,
2/8/2024,ELK,Elkhart Schools: Eastwood Elementary,ELK,,,Backpack,,,,,,,,127.50,102,127.50,,,,
2/8/2024,ELK,Elkhart Schools: Mary Daly,ELK,,,Backpack,,,,,,,,360.00,288,360.00,,,,
2/8/2024,ELK,Elkhart Schools: Mary Feeser ,ELK,,,Backpack,,,,,,,,75.00,60,75.00,,,,
2/8/2024,ELK,Elkhart Schools: Pace Preschool/Hawthorne,ELK,,,Backpack,,,,,,,,270.00,216,270.00,,,,
2/8/2024,ELK,Elkhart Schools: Pride Academy,ELK,,,Backpack,,,,,,,,45.00,36,45.00,,,,
2/8/2024,ELK,Elkhart Schools: Riverview,ELK,,,Backpack,,,,,,,,187.50,150,187.50,,,,
2/8/2024,FAF,Feed A Friend,SJ,,,CCFN,10,,33.50,,13,34,45.75,0.00,,136.25,,,,
2/8/2024,GCS,Goshen Schools: Chamberlain Elementary,ELK,,,Backpack,,,,,,,,45.00,36,45.00,,,,
2/8/2024,GCS,Goshen Schools: Goshen Intermediate ,ELK,,,Backpack,,,,,,,,75.00,60,75.00,,,,
2/8/2024,GCS,Goshen Schools: Model Elementary,ELK,,,Backpack,,,,,,,,112.50,90,112.50,,,,
2/8/2024,GCS,Goshen Schools: Parkside Elementary,ELK,,,Backpack,,,,,,,,112.50,90,112.50,,,,
2/8/2024,GCS,Goshen Schools: Prairie View Elementary,ELK,,,Backpack,,,,,,,,82.50,66,82.50,,,,
2/8/2024,GCS,Goshen Schools: Waterford Elementary,ELK,,,Backpack,,,,,,,,120.00,96,120.00,,,,
2/8/2024,GCS,Goshen Schools: West Goshen Elementary,ELK,,,Backpack,,,,,,,,112.50,90,112.50,,,,
2/8/2024,GHG,Greater Harvest Full Gospel Church,OTH,,,CCFN,,,,,,34,68.50,0.00,,102.50,,,,
2/8/2024,GRIS,Grissom Middle School,SJ,,,Backpack,,,,,,,,75.00,60,75.00,,,,
2/8/2024,GFP,Gymtown Food Pantry,ELK,,,CCFN,31,13,58.00,,254,324,257.25,105.00,84,"1,042.25",,,,
2/8/2024,HCH,Heart City Health - Scenic,ELK,,,CCFN,,,,,,,,90.00,72,90.00,,,,
2/8/2024,HCH,Heart City Health - Simpson,ELK,,,CCFN,,,,,,,,187.50,150,187.50,,,,
2/8/2024,LYD,Lydick UMC,SJ,,,CCFN,35,,,53,34,9,138.00,0.00,,269.00,,,,
2/8/2024,MVC,Miami Village Church,SJ,,,CCFN,5,20,0.75,,40,,36.00,0.00,,101.75,,,,
2/8/2024,MIDD,Middlebury Food Pantry,ELK,,,CCFN,,,,6,,204,30.00,0.00,,240.00,,,,
2/8/2024,MIDD,Middlebury Food Pantry,ELK,,,CCFN,,,,,280,,,0.00,,280.00,,,,
2/8/2024,MIL,Milford Food Bank,ELK,,,CCFN,,,,8400,,,"3,905.00",0.00,,"12,305.00",,,,
2/8/2024,LADY,Our Lady of the Road,SJ,,,CCFN,20,,51.00,1,19,,293.00,0.00,,384.00,,,,
2/8/2024,PRE,Premier Arts Academy,ELK,,,Backpack,,,,,,,,150.00,120,150.00,,,,
2/8/2024,SALVE,Salvation Army: Elkhart,ELK,,,CCFN,30,,,,60,,83.00,0.00,,173.00,,,,
2/8/2024,SALVG,Salvation Army: Goshen,ELK,,,CCFN,51,40,325.00,2,72,264,266.00,0.00,,"1,020.00",,,,
2/8/2024,SJHD,St. Joe: Health Department ,SJ,,,CCFN,,,,,30,,46.00,0.00,,76.00,,,,
2/8/2024,THB,The Hub Bristol,ELK,,,CCFN,,25,74.00,18.5,112,204,133.75,412.50,330,979.75,,,,
2/8/2024,UPP,Upper Room,SJ,,,CCFN,,,,,,68,8.00,0.00,,76.00,,,,
2/8/2024,WCC,Westside Church of Christ,SJ,,,CCFN,,,,,,,174.00,0.00,,174.00,,,,
2/8/2024,WHC,World Harvest Church,ELK,,,CCFN,30,,,,,,209.00,0.00,,239.00,,,,
2/8/2024,WHC,World Harvest Church,ELK,,,CCFN,,,75.00,,254,,158.00,0.00,,487.00,,,,
2/8/2024,WHC,World Harvest Church,ELK,,,CCFN,,,30.00,,232,204,184.00,0.00,,650.00,,,,
2/9/2024,ANON,Anonymous,SJ,,,Backpack,,,,,,,,15.00,12,15.00,,,,
2/9/2024,CTA,Christ Temple Apostolic Church,SJ,,,CCFN,30.00,,,,,204.00,284.00,0.00,,518.00,,,,
2/9/2024,EFP,Edwardsburg Food Pantry,OTH,,,CCFN,255,,,,11,,177.00,0.00,,443.00,,,,
2/9/2024,FAF,Feed A Friend,SJ,,,CCFN,10,,33.50,,13,34,59.75,0.00,,150.25,,,,
2/9/2024,LPH,Lasalle Park Homes,SJ,,,CCFN,,,,,,,,37.50,30,37.50,,,,
2/9/2024,LS,Legacy Steps,SJ,,,CCFN,,,,,9,,,0.00,,9.00,,,,
2/9/2024,MRN,Maranatha Missionary Baptist Church,SJ,,,CCFN,10,,,,,102,48.00,0.00,,160.00,,,,
2/9/2024,ND,Notre Dame: The Graduate School (Bond Hall),SJ,,,CCFN,,,,,,,,"1,125.00", 900.00 ,"1,125.00",,,,
2/9/2024,PAR,Paramount South Bend,SJ,,,Backpack,,,,,,,,150.00, 120.00 ,150.00,,,,
2/9/2024,SBCS,South Bend Community Schools: Clay Intermediate,SJ,,,Backpack,,,,,,,,375.00, 300.00 ,375.00,,,,
2/9/2024,SBCS,South Bend Community Schools: Darden,SJ,,,Backpack,,,,,,,,300.00, 240.00 ,300.00,,,,
2/9/2024,SBCS,South Bend Community Schools: Harrison,SJ,,,Backpack,,,,,,,,225.00, 180.00 ,225.00,,,,
2/9/2024,SBCS,South Bend Community Schools: Lincoln,SJ,,,Backpack,,,,,,,,300.00, 240.00 ,300.00,,,,
2/9/2024,SBCS,South Bend Community Schools: McKinley,SJ,,,Backpack,,,,,,,,337.50, 270.00 ,337.50,,,,
2/9/2024,SBCS,South Bend Community Schools: Monroe,SJ,,,Backpack,,,,,,,,187.50, 150.00 ,187.50,,,,
2/9/2024,SBCS,South Bend Community Schools: Warren,SJ,,,Backpack,,,,,,,,75.00, 60.00 ,75.00,,,,
2/9/2024,SBCS,South Bend Community Schools: Washington HS,SJ,,,Backpack,,,,,,,,75.00, 60.00 ,75.00,,,,
2/9/2024,SBCS,South Bend Community Schools: Wilson,SJ,,,Backpack,,,,,,,,187.50, 150.00 ,187.50,,,,
2/9/2024,SJHD,St. Joe: Health Department ,SJ,,,CCFN,,,,,13,,46.80,0.00,,59.80,,,,
2/9/2024,MLF,The Miracle Lyfe Foundation,SJ,,,CCFN,255,,,,,,507.00,0.00,,762.00,,,,
2/10/2024,BRCKSJ,Brick of Hope - St Joe County,SJ,,,CCFN,1942,,"1,900.00",712,,450,"5,207.00",0.00,,"10,211.00",,,,
2/12/2024,CTA,Christ Temple Apostolic Church,SJ,,,CCFN,90,,,,,,606.75,0.00,,696.75,,,,
2/12/2024,CCFP,Clay Church Food Pantry,SJ,,,CCFN,,,,,,,,375.00, 300.00 ,375.00,,,,
2/12/2024,DB,Dirty Bills (waste),SJ,,,CCFN,,,39.00,,,,,0.00,,39.00,,,,
2/12/2024,FAF,Feed A Friend,SJ,,,CCFN,,,24.00,3,,,193.25,0.00,,220.25,,,,
2/12/2024,KBI,Kingdom Business International,SJ,,,CCFN,,45.75,250.00,,240,,941.50,0.00,,"1,477.25",,,,
2/12/2024,LYD,Lydick UMC,SJ,,,CCFN,45,,,,,,157.00,0.00,,202.00,,,,
2/12/2024,PMB,Progressive Missionary  Baptist Church,SJ,,,CCFN,225,,,,,,,0.00,,225.00,,,,
2/12/2024,SJL,St. Joe Library,SJ,,,CCFN,,,,,,,,202.50, 162.00 ,202.50,,,,
2/12/2024,VINC- ELK CO,St. Vincent de Paul - St. Vincent/St. Thomas,ELK,,,CCFN,120,,,,,,80.00,0.00,,200.00,,,,
2/13/2024,BGCE,Boys & Girls Club Elkhart County ,ELK,nappanee,,Backpack,28.00,,28.00,,,,,0.00,,56.00,,,,
2/13/2024,BRCKSJ,Brick of Hope - St Joe County,SJ,,,CCFN,"1,421.00",,34.00,,84.00,70.00,63.00,0.00,,"1,672.00",,,,
2/13/2024,BCP,Broadway Christian Parish,SJ,,,CCFN,,,45.00,,,,115.00,0.00,,160.00,,,,
2/13/2024,BCP,Broadway Christian Parish,SJ,,,CCFN,,,,,168.00,,,0.00,,168.00,,,,
2/13/2024,CTA,Christ Temple Apostolic Church,SJ,,,CCFN,530.00,,,,124.00,302.00,"1,389.00",0.00,,"2,345.00",,,,
2/13/2024,CFP,Culver Food Pantry,MAR,,,CCFN,,,,,70,,,0.00,,70.00,,,,
2/13/2024,CFP,Culver Food Pantry,MAR,,,CCFN,,,14.00,,36.00,,30.00,0.00,,80.00,,,,
2/13/2024,CFP,Culver Food Pantry,MAR,,,CCFN,,,,,70,,234.00,0.00,,304.00,,,,
2/13/2024,DAV,David's Courage,MAR,,,CCFN,,,,,14,,,0.00,,14.00,,,,
2/13/2024,DAV,David's Courage,MAR,,,CCFN,,,,3,,,83.00,0.00,,86.00,,,,
2/13/2024,FAF,Feed A Friend,SJ,,,CCFN,10.00,,45.00,3.00,,,147.50,0.00,,205.50,,,,
2/13/2024,GNJ,Greater New Jerusalem Missionary Baptist Church,SJ,,,CCFN,,,,,,,20.00,0.00,,20.00,,,,
2/13/2024,HOH,Hands of Hope,OTH,,,CCFN,,,,"8,400.00",,,,0.00,,"8,400.00",,,,
2/13/2024,KBI,Kingdom Business International,SJ,,,CCFN,,,,,,,469.00,0.00,,469.00,,,,
2/13/2024,LPH,Lasalle Park Homes,SJ,,,CCFN,54.00,,,6.00,,,50.00,37.50, 30.00 ,147.50,,,,
2/13/2024,LVL,LaVille Elementary,SJ,,,Backpack,,,,,,,,262.50, 210.00 ,262.50,,,,
2/13/2024,LS,Legacy Steps,SJ,,,CCFN,,,,,,,16.00,0.00,,16.00,,,,
2/13/2024,MCNC,Marshall County Neighborhood Center,MAR,,,CCFN,,,240.00,,,,,0.00,,240.00,,,,
2/13/2024,MCNC,Marshall County Neighborhood Center,MAR,,,CCFN,,,,,280,,,0.00,,280.00,,,,
2/13/2024,MHM,Monastery of the Holy Martyrs,MAR,,,CCFN,,,,,168.00,,,0.00,,168.00,,,,
2/13/2024,MHM,Monastery of the Holy Martyrs,MAR,,,CCFN,30,49,,60,6,8,878.75,0.00,,"1,031.75",,,,
2/13/2024,NC,New Carlisle Food Pantry,SJ,,,CCFN,,,,,84.00,,,0.00,,84.00,,,,
