,Location Names,County,"Notes for ""Other",Product Description,Program,Proteins LBS,Starch LBS,Veg LBS,Fruit LBS,Baked Goods LBS,Dairy LBS,Grocery LBS,Indvid Meal LBS,Individual Meals,Total Pounds,Column1,Column2,Missing Addresses
TWFF,The Walorski Family Foundation,SJ,0,0,CCFN,41,0,0,12,16,0,406.25,0,0,475.25,78,0,
UM,U Matter 2,MAR,0,0,CCFN,10,0,9,0,0,0,45,0,0,64,78,0,
MFB,Milford Food Bank,ELK,0,0,CCFN,1415,0,0,0,1344,0,1555,0,0,4314,78,0,
RMH,Ronald Mcdonald House,SJ,0,0,Backpack,0,0,0,0,0,0,0,7.5,6,7.5,78,0,
TO,Thee Outlet,SJ,0,0,Backpack,0,0,0,0,0,0,0,150,120,150,78,0,"22500 US-20 Suite B, South Bend, IN, United States, 46628"
STVINC,St. Vincent de Paul - St. Thomas,ELK,0,0,CCFN,0,0,0,0,40,0,0,0,0,40,78,0,
CCCFP,Christian Center Church,SJ,0,0,CCFN,0,0,0,0,20,0,0,0,0,20,78,0,"530 E Ireland Rd, South Bend, IN 46614"
VNI,VA Northern Indiana,SJ,0,0,CCFN,0,0,0,0,10,0,0,0,0,10,78,0,
HC,Heros Camp,SJ,0,0,CCFN,0,0,0,0,15,0,0,0,0,15,78,0,
EC,El Campito,SJ,0,0,CCFN,0,0,0,0,90,0,0,0,0,90,78,0,
SJHD,St. Joe: Health Department,SJ,0,0,CCFN,0,0,0,0,38,0,0,0,0,38,78,0,
CCCFP,Christian Center Church,SJ,0,0,CCFN,40.5,0,18,0,8.25,7,13.88,0,0,87.63,78,0,"530 E Ireland Rd, South Bend, IN 46614"
EC,El Campito,SJ,0,0,CCFN,41,0,30,0,0,166,246.25,0,0,483.25,78,0,
FAF,Community Fridge,SJ,0,0,CCFN,9.45,0,6,0,12.5,30,161.4,60,48,279.35,78,0,"911 California Ave, South Bend, IN 46616"
HC,Heros Camp,SJ,0,0,CCFN,10,0,0,60,0,0,72,0,0,142,78,0,
OHA,Oaklawn: Hope Ave,ELK,0,0,CCFN,14,0,6.63,0,31,8,38.9,60,48,158.53,78,0,
NIA,Atheists of Northern Indiana Inc.,SJ,0,0,CCFN,0,0,0,0,0,0,12,0,0,12,78,0,
PC,Palliative Care,SJ,0,0,CCFN,41,0,0,0,0,0,18,75,60,134,78,0,
PMBC,Progressive Missionary Baptist Church,SJ,0,0,CCFN,38,0,30,60,49.5,0,0,0,0,177.5,78,0,"1232 E Bronson St, South Bend, IN 46615"
RFM,Refiners Fire Ministries,SJ,0,0,CCFN,53.5,49,59,30,0,8,454.25,0,0,653.75,78,0,"2802 Mishawaka Avenue, South Bend, IN, United States, 46615"
SPBMBC,St Paul Bethel Baptist Church,SJ,0,0,CCFN,19.75,0,0,0,0,0,151,0,0,170.75,78,0,
SJHD,St. Joe: Health Department,SJ,0,0,CCFN,115,0,24,60,4,103,460.03,30,24,796.03,78,0,
STVINC,St Vincent de Paul Pastoral Center,ELK,0,0,CCFN,0,0,0,0,0,136,210,150,120,496,78,0,"428 Melcher Ave, Elkhart, IN 46516"
THUM,Threads of Hope Unhoused Mission,SJ,0,0,CCFN,392,0,15,0,0,0,419.2,150,120,976.2,78,0,"521 S St Joseph St, South Bend, IN 46601"
UG,Unity Gardens,SJ,0,0,CCFN,164,0,30,0,0,105,238.45,75,60,612.45,78,0,
VNI,VA Northern Indiana,SJ,0,0,CCFN,0,0,0,0,0,0,18,150,120,168,78,0,
VM,Valerie's Ministry,SJ,0,0,CCFN,321.3,22.5,9.31,12,0,77,675.06,0,0,1117.17,78,0,
BGCMI,Boys & GIrls Club Middlebury,ELK,0,0,Backpack,16.3,0,0,0,31.5,0,111,0,0,158.8,78,0,
CLAY,Clay Church Food Pantry,SJ,0,0,CCFN,164,0,0,0,350,0,195,562.5,450,1271.5,78,0,
GFP,Gymtown Pantry INC.,ELK,0,0,CCFN,284,22.5,169.38,0,168,66.38,39.38,0,0,749.64,78,0,
MBFP,Middlebury Community Food Pantry - Food Distribution Center,ELK,0,0,CCFN,224,0,162,30,296,0,274.85,375,300,1361.85,78,0,
SAG,"Salvation Army North Main Street, Goshen, IN",ELK,0,0,CCFN,164,0,102,0,0,0,45,0,0,311,78,0,
THB,Bristol Community Food Pantry,ELK,0,0,CCFN,16,9,48,0,134,123.5,283.06,150,120,763.56,78,0,
TW,The Window,ELK,0,0,CCFN,0,0,20,0,0,0,185.2,150,120,355.2,78,0,"223 S Main St, Goshen, IN 46526"
WHCP,World Harvest Church Elkhart,ELK,0,0,CCFN,38,0,30,60,254,70,543.98,150,120,1145.98,78,0,
SBCS,South Bend Community Schools: Washington HS,SJ,0,0,Backpack,0,0,0,0,0,0,0,187.5,150,187.5,78,0,
HCHS,Heart City Health - Scenic,ELK,0,0,Backpack,0,0,0,0,0,0,0,90,72,90,78,0,
HCHSN,Heart City Health - Simpson,ELK,0,0,Backpack,0,0,0,0,0,0,0,187.5,150,187.5,78,0,
MHA,Miami Hills Apartments,SJ,0,0,CCFN,33,0,0,0,26,0,58,0,0,117,78,0,
STC,S A K A L the Center,ELK,0,0,CCFN,512.63,58.5,250.63,164,68.25,164,715.63,0,0,1933.64,78,0,
TMLF,"1323 Miami , South Bend, IN, United States, Indiana",SJ,0,0,CCFN,364.5,10.5,406,136,0,142,1187.63,150,120,2396.63,78,0,
AFFM,Abundant Faith Family Ministries,SJ,0,0,CCFN,123,0,9,38,0,38,143.7,37.5,30,389.2,78,0,
BTK,Life Changers South Bend Indiana,SJ,0,0,CCFN,51,36,24,136,49.5,16,507.15,0,0,819.65,78,0,
CSC,Clubhouse of St. Joseph County,SJ,0,0,CCFN,139.25,0,17,38,0,90,542.25,0,0,826.5,78,0,
FAF,Community Fridge,SJ,0,0,CCFN,50.45,0,6,0,8.5,30,127.78,60,48,282.73,78,0,"911 California Ave, South Bend, IN 46616"
KBI,Kingdom Business International,SJ,0,0,CCFN,100,0,30,38,36.75,146,340.06,15,12,705.81,78,0,"907 Sprucewood Ln, South Bend, IN 46637"
NIA,Atheists of Northern Indiana Inc.,SJ,0,0,CCFN,6.3,0,0,0,24,0,132,0,0,162.3,78,0,
OSH,Oak Street Health,SJ,0,0,CCFN,0,0,0,0,8,7,0,0,0,15,78,0,
OPSHE,Oaklawn Psychiatric Center,ELK,0,0,CCFN,10,0,0,0,8,142,123.25,0,0,283.25,78,0,
OOA,Oliver Apartments,SJ,0,0,CCFN,14,0,0,76,0,120,56.9,0,0,266.9,78,0,"924 W Indiana Ave, South Bend, IN 46613"
UG,Unity Gardens,SJ,0,0,CCFN,36,0,0,0,0,123,0,0,0,159,78,0,
VNI,VA Northern Indiana,SJ,0,0,CCFN,0,0,0,0,0,0,0,67.5,54,67.5,78,0,
IUPFP,Ironwood United Pentecostal Food Pantry,SJ,0,0,CCFN,64,22,107,103,153,46,14,0,0,509,78,0,
BOHSJ,Brick of Hope Ministry,SJ,0,0,CCFN,11,0,50,0,41,0,0,0,0,102,78,0,
GFP,Gymtown Pantry INC.,ELK,0,0,CCFN,100,0,0,50,100,100,188,0,0,538,78,0,
LYM,Lifeline Youth Ministries,SJ,0,0,Backpack,0,0,0,0,0,0,0,375,300,375,78,0,
STC,S A K A L the Center,ELK,0,0,CCFN,0,0,0,0,168,0,0,0,0,168,78,0,
FAF,Community Fridge,SJ,0,0,CCFN,0,0,0,0,10,0,0,0,0,10,78,0,"911 California Ave, South Bend, IN 46616"
TMLF,"1323 Miami , South Bend, IN, United States, Indiana",SJ,0,0,CCFN,0,0,0,0,65,0,0,0,0,65,78,0,
UG,Unity Gardens,SJ,0,0,CCFN,0,0,0,0,80,0,0,0,0,80,78,0,
GFP,Gymtown Pantry INC.,ELK,0,0,CCFN,0,0,0,0,242,0,0,0,0,242,78,0,
ORC,Oaklawn: Recovery Cafe,SJ,0,0,CCFN,0,0,0,0,54,0,0,0,0,54,78,0,
STVINC,St. Vincent de Paul - St. Thomas,ELK,0,0,CCFN,0,0,0,0,10,0,0,0,0,10,78,0,
FAF,Community Fridge,SJ,0,0,CCFN,0,0,0,0,16,0,0,0,0,16,78,0,"911 California Ave, South Bend, IN 46616"
ECC,Elkhart Community Church,ELK,0,0,CCFN,481,1060,0,556,212,0,2670,0,0,4979,78,0,
BOHSJ,Brick of Hope Ministry,SJ,0,0,CCFN,604,916,0,1326,314,0,2798,0,0,5958,78,0,
AFFM,Abundant Faith Family Ministries,SJ,0,0,CCFN,171,0,6,0,0,0,72,37.5,30,286.5,78,0,
CTAC,Christ Temple Apostolic,SJ,0,0,CCFN,264,36,0,0,76,142,643.45,150,120,1311.45,78,0,"2307 Elwood Ave, South Bend, IN 46628"
CLAY,Clay Church Food Pantry,SJ,0,0,CCFN,0,0,0,0,0,0,0,562.5,450,562.5,78,0,
AFFM,Abundant Faith Family Ministries,SJ,0,0,CCFN,171,0,0,0,0,0,72,37.5,30,280.5,78,0,
AMBC,Antioch Missionary Baptist Church,SJ,0,0,CCFN,146,0,0,0,8.5,0,0,0,0,154.5,78,0,"1533 W Ewing Ave, South Bend, IN 46613"
CBCC,Charles Black Community Center,SJ,0,0,CCFN,57,0,0,0,28,0,0,0,0,85,78,0,
CSC,Clubhouse of St. Joseph County,SJ,0,0,CCFN,30,0,0,0,0,10,0,0,0,40,78,0,
DFI,"Davis Foundation, Inc.",SJ,0,0,CCFN,100,0,0,0,0,0,0,0,0,100,78,0,
FAF,Community Fridge,SJ,0,0,CCFN,79.3,0,0,0,32,52,106.9,60,48,330.2,78,0,"911 California Ave, South Bend, IN 46616"
KBI,Kingdom Business International,SJ,0,0,CCFN,110,0,0,24,24.75,70,179.06,0,0,407.81,78,0,"907 Sprucewood Ln, South Bend, IN 46637"
LYD,Lydick United Methodist Church,SJ,0,0,CCFN,190.75,0,12,0,0,0,0,0,0,202.75,78,0,
MBFP,Middlebury Community Food Pantry - Food Distribution Center,ELK,0,0,CCFN,0,0,0,0,0,166,0,0,0,166,78,0,
OP,Oaklawn,SJ,0,0,CCFN,96.38,0,0,0,0,0,16,0,0,112.38,78,0,"415 E Madison St, South Bend, IN 46617"
PC,Palliative Care,SJ,0,0,CCFN,0,0,0,0,0,0,0,45,36,45,78,0,
ORC,Oaklawn: Recovery Cafe,SJ,0,0,CCFN,64.25,0,0,0,0,18,0,22.5,18,104.75,78,0,
STVINC,St. Vincent de Paul - St. Thomas,ELK,0,0,CCFN,222,0,12,76,0,0,156,0,0,466,78,0,
SJHD,St. Joe: Health Department,SJ,0,0,CCFN,50,0,3,38,0,0,51.9,0,0,142.9,78,0,
UM,U Matter 2,MAR,0,0,CCFN,262,0,12,0,32,0,49,0,0,355,78,0,
MFB,Milford Food Bank,ELK,0,0,CCFN,0,0,0,2797,3488,0,0,0,0,6285,78,0,
CMYC,Charles Martin Youth Center,SJ,0,0,Backpack,0,0,0,0,0,0,0,150,120,150,78,0,
CA,Corvilla,SJ,0,0,Backpack,0,0,0,0,0,0,0,120,0,120,78,0,
YWCA,Young Women's Christian Association,SJ,0,0,CCFN,100,0,103,0,0,90,25,0,0,318,78,0,
BTK,Life Changers South Bend Indiana,SJ,0,0,CCFN,232,0,119,20,15,32,253.44,0,0,671.44,78,0,
NCCFP,New Carlisle Community -Food Pantry,SJ,0,0,CCFN,0,0,0,0,84,0,0,0,0,84,78,0,
FAF,Community Fridge,SJ,0,0,CCFN,79.3,0,6,0,32,22,99.65,60,48,298.95,78,0,"911 California Ave, South Bend, IN 46616"
KBI,Kingdom Business International,SJ,0,0,CCFN,110,0,0,60,0,35,738.06,15,12,958.06,78,0,"907 Sprucewood Ln, South Bend, IN 46637"
LTC,Linden House,SJ,0,0,CCFN,41,0,0,0,15,0,9,30,24,95,78,0,
NDIC,New Day Intake Center,SJ,0,0,CCFN,41,0,0,0,0,132,72,60,48,305,78,0,
RFM,Refiners Fire Ministries,SJ,0,0,CCFN,140.5,0,0,38,0,0,152.3,37.5,30,368.3,78,0,"2802 Mishawaka Avenue, South Bend, IN, United States, 46615"
RA,Rushton Apartments,SJ,0,0,CCFN,0,0,6,0,0,36,212.13,0,0,254.13,78,0,"501 W W Washington St, South Bend, IN 46601"
SPBMBC,St Paul Bethel Baptist Church,SJ,0,0,CCFN,115.75,0,0,0,17,0,33,0,0,165.75,78,0,
SAP,St. Augustine's Parish,SJ,0,0,CCFN,0,0,0,0,126,0,0,0,0,126,78,0,1501 W Washington St
SJHD,St. Joe: Health Department,SJ,0,0,CCFN,80,0,3,38,15,0,242.19,0,0,378.19,78,0,
VFP,Village Pantry,SJ,0,0,CCFN,0,0,0,0,0,0,7.81,0,0,7.81,78,0,"13060 Jefferson Blvd, Mishawaka, IN 46545"
CFP,Culver Food Pantry,MAR,0,0,CCFN,300,0,36,0,70,72,593.23,150,120,1221.23,78,0,
FO,Fishers Outreach,SJ,0,0,CCFN,100,0,42,0,23.5,0,45,0,0,210.5,78,0,
GNJMBC,Greater New Jerusalem Missionary Baptist Church,SJ,0,0,CCFN,328,0,0,136,30,70,314,0,0,878,78,0,
KKH,Karl King Riverbend Tower,SJ,0,0,CCFN,544.5,86.5,188,76,0,32,1084.5,0,0,2011.5,78,0,
MCNC,Marshall County Neighborhood Center,MAR,0,0,CCFN,145,0,12,0,280,12,335.6,0,0,784.6,78,0,
MOFHM,Monastery of the Holy Martyrs,SJ,0,0,CCFN,320.5,0,30,136,168,24,475.25,150,120,1303.75,78,0,
LTC,Linden House,SJ,0,0,CCFN,0,0,0,0,24,0,0,0,0,24,78,0,
RFM,Refiners Fire Ministries,SJ,0,0,CCFN,0,0,0,0,30,0,0,0,0,30,78,0,"2802 Mishawaka Avenue, South Bend, IN, United States, 46615"
FAF,Community Fridge,SJ,0,0,CCFN,0,0,0,0,20,0,0,0,0,20,78,0,"911 California Ave, South Bend, IN 46616"
SJHD,St. Joe: Health Department,SJ,0,0,CCFN,0,0,0,0,4,0,0,0,0,4,78,0,
ORC,Oaklawn: Recovery Cafe,SJ,0,0,CCFN,0,0,0,0,19,0,0,0,0,19,78,0,
TWFF,The Walorski Family Foundation,SJ,0,0,CCFN,0,0,0,0,21,0,0,0,0,21,78,0,
CCCFP,Christian Center Church,SJ,0,0,CCFN,0,0,0,0,12,0,0,0,0,12,78,0,"530 E Ireland Rd, South Bend, IN 46614"
MVC,Miami Village Church,SJ,0,0,CCFN,0,0,0,0,1,0,0,0,0,1,78,0,"1905 Miami St, South Bend, IN 46613"
THUM,Threads of Hope Unhoused Mission,SJ,0,0,CCFN,0,0,0,0,15,0,0,0,0,15,78,0,"521 S St Joseph St, South Bend, IN 46601"
FAF,Community Fridge,SJ,0,0,CCFN,0,0,0,0,16,0,0,0,0,16,78,0,"911 California Ave, South Bend, IN 46616"
YWCA,Young Women's Christian Association,SJ,0,0,CCFN,0,0,0,0,24,0,0,0,0,24,78,0,
BTK,Life Changers South Bend Indiana,SJ,0,0,CCFN,0,0,0,0,24,0,0,0,0,24,78,0,
UM,U Matter 2,MAR,0,0,CCFN,0,0,0,0,32,0,0,0,0,32,78,0,
STVINC,St. Vincent de Paul - St. Thomas,ELK,0,0,CCFN,0,0,0,0,29,0,0,0,0,29,78,0,
CSC,Clubhouse of St. Joseph County,SJ,0,0,CCFN,0,0,0,0,18,0,0,0,0,18,78,0,
FAF,Community Fridge,SJ,0,0,CCFN,0,0,0,0,20,0,0,0,0,20,78,0,"911 California Ave, South Bend, IN 46616"
RFM,Refiners Fire Ministries,SJ,0,0,CCFN,0,0,0,0,35,0,0,0,0,35,78,0,"2802 Mishawaka Avenue, South Bend, IN, United States, 46615"
CLAY,Clay Church Food Pantry,SJ,0,0,CCFN,0,0,0,0,0,0,0,562.5,450,562.5,78,0,
AIDS,Aids Ministries,SJ,0,0,CCFN,0,0,0,0,70,0,5,0,0,75,78,0,
BGCN,Boys & Girls Club Nappanee,ELK,0,0,Backpack,10,0,0,0,9.38,30,9,0,0,58.38,78,0,
BOL,Bread of Life,MAR,0,0,CCFN,164,0,0,0,480,0,31.75,0,0,675.75,78,0,"6770 N Michigan St, Plymouth, IN 46563"
BGBFP,Grace Bible Baptist Food Pantry,ELK,0,0,CCFN,110,0,12,136,60,0,506.05,0,0,824.05,78,0,
IUPFP,Ironwood United Pentecostal Food Pantry,SJ,0,0,CCFN,262,0,72,76,42,0,181.5,37.5,30,671,78,0,
MFP,Mishawaka Food Pantry,SJ,0,0,CCFN,100,0,30,0,280,0,239.2,150,120,799.2,78,0,
NOD,Nappanee Open Door,ELK,0,0,CCFN,134,0,0,0,42,0,181.5,37.5,30,395,78,0,
RA,Robertsons Apartments,SJ,0,0,CCFN,200,36,199,98,73,127.5,962.05,75,60,1770.55,78,0,"211 S Michigan St, South Bend, IN 46601"
SAE,Salvation Army: Elkhart,ELK,0,0,CCFN,100,0,30,76,15,0,0,0,0,221,78,0,
TC,The Center,ELK,0,0,CCFN,85,36,199,0,108.75,0,739.55,0,0,1168.3,78,0,
AFFM,Abundant Faith Family Ministries,SJ,0,0,CCFN,0,0,0,0,0,0,40.13,0,0,40.13,78,0,
CBCC,Charles Black Community Center,SJ,0,0,CCFN,53,0,0,0,48,0,26,0,0,127,78,0,
NCCFP,New Carlisle Community -Food Pantry,SJ,0,0,CCFN,30,0,0,0,0,7,77,15,12,129,78,0,
DFM,Divine Faith Ministries International,SJ,0,0,CCFN,192,0,12,106,45,0,501.6,0,0,856.6,78,0,
FAF,Community Fridge,SJ,0,0,CCFN,0,0,6,0,36,38,44.9,60,48,184.9,78,0,"911 California Ave, South Bend, IN 46616"
IHCW,Indiana Health Center- Western,SJ,0,0,CCFN,41,0,0,0,0,0,27,0,0,68,78,0,
IUPFP,Ironwood United Pentecostal Food Pantry,SJ,0,0,CCFN,0,0,0,0,0,96,0,0,0,96,78,0,
OP,Oaklawn,SJ,0,0,CCFN,0,30,47,24,11.25,0,31.69,0,0,143.94,78,0,"415 E Madison St, South Bend, IN 46617"
PC,Palliative Care,SJ,0,0,CCFN,0,0,0,0,1.25,0,0,22.5,18,23.75,78,0,
ORC,Oaklawn: Recovery Cafe,SJ,0,0,CCFN,10.5,9,12,0,50.75,23,476.5,22.5,18,604.25,78,0,
SASKC,"Salvation Army: St Joe, Kroc Center",SJ,0,0,CCFN,21,0,0,0,0,0,92,30,24,143,78,0,"900 W Western Ave, South Bend, IN 46601"
STVINC,St. Vincent de Paul: St Matthew,ELK,0,0,CCFN,0,0,0,0,0,0,44,52.5,42,96.5,78,0,
SAP,St. Augustine's Parish,SJ,0,0,CCFN,0,0,0,0,48.56,0,110,0,0,158.56,78,0,1501 W Washington St
MFB,Milford Food Bank,ELK,0,0,CCFN,0,0,0,2650,0,0,4005,0,0,6655,78,0,
CMYC,Charles Martin Youth Center,SJ,0,0,Backpack,0,0,0,0,0,0,0,150,120,150,78,0,
IVY,Ivy Tech,SJ,0,0,Backpack,0,0,0,0,0,0,0,375,300,375,78,0,
RMH,Ronald Mcdonald House,SJ,0,0,Backpack,20,0,18,0,6,0,0,7.5,6,51.5,78,0,
TO,Thee Outlet,SJ,0,0,Backpack,0,0,0,0,0,0,0,150,120,150,78,0,"22500 US-20 Suite B, South Bend, IN, United States, 46628"
AFFM,Abundant Faith Family Ministries,SJ,0,0,CCFN,0,77,16.5,0,8,52,42,15,12,210.5,78,0,
CCCFP,Christian Center Church,SJ,0,0,CCFN,0,0,0,0,4.88,0,5,90,72,99.88,78,0,"530 E Ireland Rd, South Bend, IN 46614"
FAF,Community Fridge,SJ,0,0,CCFN,0,0,6,0,27.5,8,20.9,60,48,122.4,78,0,"911 California Ave, South Bend, IN 46616"
LTC,Life Treatment Center (wants to remain ANON),SJ,0,0,CCFN,0,0,0,0,0,0,138.13,0,0,138.13,78,0,
MVC,Miami Village Church,SJ,0,0,CCFN,34.75,22,34,78,0,102.11,0,0,0,270.86,78,0,"1905 Miami St, South Bend, IN 46613"
NIA,Atheists of Northern Indiana Inc.,SJ,0,0,CCFN,10.5,22,0,0,0,0,0,0,0,32.5,78,0,
OPSHE,Oaklawn Psychiatric Center,ELK,0,0,CCFN,80,0,0,0,26,0,15.75,0,0,121.75,78,0,
OP,Oaklawn,SJ,0,0,CCFN,0,11,0,0,0,0,61.06,0,0,72.06,78,0,"415 E Madison St, South Bend, IN 46617"
PMBC,Progressive Missionary Baptist Church,SJ,0,0,CCFN,130,0,0,0,0,0,148.05,0,0,278.05,78,0,"1232 E Bronson St, South Bend, IN 46615"
RFM,Refiners Fire Ministries,SJ,0,0,CCFN,0,22,97,66,31.25,8,181.08,75,60,480.33,78,0,"2802 Mishawaka Avenue, South Bend, IN, United States, 46615"
SBHA,South Bend Housing Authority,SJ,0,0,CCFN,0,0,0,0,12.5,194,25.9,150,120,382.4,78,0,
STVINC,St. VIncent de Paul: Holy Cross,ELK,0,0,CCFN,0,11,0,0,0,0,0,75,60,86,78,0,
STVINC,St Vincent de Paul Pastoral Center,ELK,0,0,CCFN,0,132,66,0,16,96,252,0,0,562,78,0,"428 Melcher Ave, Elkhart, IN 46516"
STVINC,St. Vincent de Paul: St Pius,ELK,0,0,CCFN,0,0,0,0,0,0,0,150,120,150,78,0,"1108 S Main St, Elkhart, IN 46516"
TWFF,The Walorski Family Foundation,SJ,0,0,CCFN,120,11,16.5,60,0,42,0,406.66,0,656.16,78,0,
THUM,Threads of Hope Unhoused Mission,SJ,0,0,CCFN,528,22,0,0,60,0,0,318,0,928,78,0,"521 S St Joseph St, South Bend, IN 46601"
VNI,VA Northern Indiana,SJ,0,0,CCFN,0,0,0,0,0,0,0,45,36,45,78,0,
VM,Valerie's Ministry,SJ,0,0,CCFN,122.5,11,12,24,25.25,34,417.34,0,0,646.09,78,0,
VFP,Village Pantry,SJ,0,0,CCFN,0,0,0,12,0,0,0,0,0,12,78,0,"13060 Jefferson Blvd, Mishawaka, IN 46545"
BGCMI,Boys & GIrls Club Middlebury,ELK,0,0,Backpack,24,11,0,0,18,0,31.75,0,0,84.75,78,0,
CLAY,Clay Church Food Pantry,SJ,0,0,CCFN,0,0,0,0,375,0,107,562.5,450,1044.5,78,0,
GFP,Gymtown Pantry INC.,ELK,0,0,CCFN,409.25,58,108,30,321,81,326,0,0,1333.25,78,0,
MBFP,Middlebury Community Food Pantry - Food Distribution Center,ELK,0,0,CCFN,214,22,53,0,356,0,239.2,375,300,1259.2,78,0,
SAG,"Salvation Army North Main Street, Goshen, IN",ELK,0,0,CCFN,327.38,0,26,76,1.88,8,250.24,0,0,689.5,78,0,
SMH,St. Margaret's House,ELK,0,0,CCFN,0,0,0,0,0,0,0,525,420,525,78,0,
TCEC,The Crossing Educational Center,ELK,0,0,CCFN,0,0,0,0,0,0,0,375,300,375,78,0,
THB,Bristol Community Food Pantry,ELK,0,0,CCFN,164,58,67.25,0,112,0,469.43,112.5,90,983.18,78,0,
TW,The Window,ELK,0,0,CCFN,0,0,0,0,68,0,183.2,150,120,401.2,78,0,"223 S Main St, Goshen, IN 46526"
WHCP,World Harvest Church Elkhart,ELK,0,0,CCFN,121,0,120,30,112,90,412.06,150,120,1035.06,78,0,
SBCS,South Bend Community Schools: Washington HS,SJ,0,0,Backpack,0,0,0,0,0,0,0,187.5,150,187.5,78,0,
AFFM,Abundant Faith Family Ministries,SJ,0,0,CCFN,42,0,0,0,0,0,288.45,0,0,330.45,78,0,
BTK,Life Changers South Bend Indiana,SJ,0,0,CCFN,41,33,0,12,38.5,60,332.64,0,0,517.14,78,0,
EC,El Campito,SJ,0,0,CCFN,0,0,0,30,20,0,162,0,0,212,78,0,
FAF,Community Fridge,SJ,0,0,CCFN,0,0,6,0,21,8,20.9,60,48,115.9,78,0,"911 California Ave, South Bend, IN 46616"
OSH,Oak Street Health,SJ,0,0,CCFN,0,0,0,0,0,0,324.66,0,0,324.66,78,0,
PC,Palliative Care,SJ,0,0,CCFN,0,0,0,0,0,0,11.9,22.5,18,34.4,78,0,
SJHD,St. Joe: Health Department,SJ,0,0,CCFN,0,0,8.25,12,9.13,0,11.9,0,0,41.28,78,0,
UM,U Matter 2,MAR,0,0,CCFN,82,22,66,0,67,72,131.2,60,48,500.2,78,0,
VNI,VA Northern Indiana,SJ,0,0,CCFN,64.5,0,0,0,4,18,130.93,150,120,367.43,78,0,
HCHS,Heart City Health - Scenic,ELK,0,0,Backpack,0,0,0,0,0,0,0,90,72,90,78,0,
HCHSN,Heart City Health - Simpson,ELK,0,0,Backpack,0,0,0,0,0,0,0,187.5,150,187.5,78,0,
MHA,Miami Hills Apartments,SJ,0,0,CCFN,33,0,0,0,20,0,22,0,0,75,78,0,
STC,S A K A L the Center,ELK,0,0,CCFN,411,22,88.25,210,209.5,83,1314.46,0,0,2338.21,78,0,
TMLF,"1323 Miami , South Bend, IN, United States, Indiana",SJ,0,0,CCFN,110.5,0,0,106,148,96,459.63,150,120,1070.13,78,0,
TC,Tolson Center,ELK,0,0,CCFN,0,0,0,0,0,0,0,225,180,225,78,0,
MFB,Milford Food Bank,ELK,0,0,CCFN,0,6392,1364,0,0,0,0,0,0,7756,78,0,
FFC,Families First Center,SJ,0,0,Backpack,0,0,0,0,0,0,0,150,120,150,78,0,
AFFM,Abundant Faith Family Ministries,SJ,0,0,CCFN,0,0,0,0,0,0,97.5,0,0,97.5,78,0,
CBCC,Charles Black Community Center,SJ,0,0,CCFN,40,0,0,52,30,0,36,0,0,158,78,0,
CSC,Clubhouse of St. Joseph County,SJ,0,0,CCFN,38.4,22,66,0,0,0,14.4,15,12,155.8,78,0,
FAF,Community Fridge,SJ,0,0,CCFN,32,0,0,6,17,52.75,54.9,60,48,222.65,78,0,"911 California Ave, South Bend, IN 46616"
LYD,Lydick United Methodist Church,SJ,0,0,CCFN,83,0,66,30,0,18,222.01,0,0,419.01,78,0,
STVINC,St. Vincent de Paul - St. Thomas,ELK,0,0,CCFN,31.5,22,0,30,0,0,366.65,0,0,450.15,78,0,
SJHD,St. Joe: Health Department,SJ,0,0,CCFN,0,0,0,18,0,0,0,0,0,18,78,0,
BOHSJ,Brick of Hope Ministry,SJ,0,0,CCFN,0,0,0,0,0,96,205.13,75,60,376.13,78,0,
CFP,Culver Food Pantry,MAR,0,0,CCFN,42,0,0,0,150,0,54,150,120,396,78,0,
DC,David's Courage,SJ,0,0,CCFN,0,0,0,0,28,0,0,0,0,28,78,0,
FO,Fishers Outreach,SJ,0,0,CCFN,22.5,0,0,30,31,0,134.75,0,0,218.25,78,0,
GNJMBC,Greater New Jerusalem Missionary Baptist Church,SJ,0,0,CCFN,146,0,8.25,30,20.25,18,383.8,0,0,606.3,78,0,
KKH,Karl King Riverbend Tower,SJ,0,0,CCFN,171.2,118,58,435,208.5,46.13,837.19,0,0,1874.02,78,0,
MCNC,Marshall County Neighborhood Center,MAR,0,0,CCFN,0,0,0,0,280,0,560.54,0,0,840.54,78,0,
MOFHM,Monastery of the Holy Martyrs,SJ,0,0,CCFN,92,132,134,30,184,20.25,705.43,150,120,1447.68,78,0,
CTAC,Christ Temple Apostolic,SJ,0,0,CCFN,0,0,0,0,0,0,302.06,0,0,302.06,78,0,"2307 Elwood Ave, South Bend, IN 46628"
CMYC,Charles Martin Youth Center,SJ,0,0,Backpack,0,0,0,0,0,0,0,150,120,150,78,0,
RMH,Ronald Mcdonald House,SJ,0,0,Backpack,23,0,20,0,9,0,0,0,0,52,78,0,
AFFM,Abundant Faith Family Ministries,SJ,0,0,CCFN,7.5,30,0,18,0,16,15,37.5,30,124,78,0,
BTK,Life Changers South Bend Indiana,SJ,0,0,CCFN,140.88,40,0,60,0,0,682.8,0,0,923.68,78,0,
BCP,Broadway Christian Parish Church,SJ,0,0,CCFN,0,0,0,0,168,0,0,0,0,168,78,0,
NCCFP,New Carlisle Community -Food Pantry,SJ,0,0,CCFN,0,0,0,0,84,0,0,0,0,84,78,0,
