Date,Vendor Code,Vendor,County,"Notes for ""Other",Order #,Program,Protein LBS,Starch LBS,Veg LBS,Fruit LBS,Baked Goods LBS,Dairy LBS,Grocery LBS,Indiv Meal LBS,Indiv Meals,Total Pounds," 8,093,927.70 ",,,,,,,,
7/24/2025,,St. Joseph County Department of Health,St. Joseph,,45280,CCFN,73,,,,,,,,,73,,,,,,,,,
7/24/2025,,St. Joseph County Department of Health,St. Joseph,,45492,CCFN,10,,,60,,70,399,,,539,,,,,,,,,
7/24/2025,,St. Margaret's House.,St. Joseph,,45425,Backpack,,,,,,,,0,0,0,,,,,,,,,
7/24/2025,,St. Vincent De Paul - Center,St. Joseph,,45443,Backpack,,,,,,,,150,120,150,,,,,,,,,
7/24/2025,,St. Vincent De Paul - Center,St. Joseph,,45443,CCFN,,,,,,136,210,,,346,,,,,,,,,
7/24/2025,,The Crossing Education Center,Elkhart,,45890,Backpack,,,,,,,,375,300,375,,,,,,,,,
7/24/2025,,The Hub Bristol,Elkhart,,45257,CCFN,0,,,,,,,,,0,,,,,,,,,
7/24/2025,,The Hub Bristol,Elkhart,,45404,CCFN,,,,,112,,,,,112,,,,,,,,,
7/24/2025,,The Hub Bristol,Elkhart,,45405,CCFN,,,,,8,,,,,8,,,,,,,,,
7/24/2025,,The Hub Bristol,Elkhart,,45524,Backpack,,,,,,,,150,120,150,,,,,,,,,
7/24/2025,,The Hub Bristol,Elkhart,,45524,CCFN,6,9,,,,102.5,5.1,,,122.6,,,,,,,,,
7/24/2025,,The Hub Bristol,Elkhart,,45552,CCFN,,,36,,,,,,,36,,,,,,,,,
7/24/2025,,The Hub Bristol,Elkhart,,45649,CCFN,,,,,,21,,,,21,,,,,,,,,
7/24/2025,,The Hub Bristol,Elkhart,,45655,CCFN,,,,,14,,206,,,220,,,,,,,,,
7/24/2025,,The Hub Bristol,Elkhart,,45796,CCFN,,,12,,,,,,,12,,,,,,,,,
7/24/2025,,The Hub Bristol,Elkhart,,45876,CCFN,10,,,,,,72,,,82,,,,,,,,,
7/24/2025,,The Window,Elkhart,,45936,Backpack,,,,,,,,150,120,150,,,,,,,,,
7/24/2025,,The Window,Elkhart,,45936,CCFN,,,20,,,,185.2,,,205.2,,,,,,,,,
7/24/2025,,Threads of Hope Unhoused Mission,St. Joseph,,45464,Backpack,,,,,,,,150,120,150,,,,,,,,,
7/24/2025,,Threads of Hope Unhoused Mission,St. Joseph,,45464,CCFN,228,,,,,,239.2,,,467.2,,,,,,,,,
7/24/2025,,Unity Gardens,St. Joseph,,45601,Backpack,,,,,,,,75,60,75,,,,,,,,,
7/24/2025,,Unity Gardens,St. Joseph,,45601,CCFN,164,,30,,,70,226.5,,,490.5,,,,,,,,,
7/24/2025,,VA Northern Indiana,St. Joseph,,45420,Backpack,,,,,,,,150,120,150,,,,,,,,,
7/24/2025,,VA Northern Indiana,St. Joseph,,45420,CCFN,,,,,,,18,,,18,,,,,,,,,
7/24/2025,,Valerie's Ministry,St. Joseph,,45378,CCFN,164,,3.3,,,,,,,167.3,,,,,,,,,
7/24/2025,,Washington High School,,,45399,Backpack,,,,,,,,187.5,150,187.5,,,,,,,,,
7/24/2025,,Women of Valor in Training,Kosciusko,,44622,CCFN,28,,,,,,,,,28,,,,,,,,,
7/24/2025,,World Harvest Church Pantry,St. Joseph,,45148,CCFN,,,,,126,,95.2,,,221.2,,,,,,,,,
7/24/2025,,World Harvest Church Pantry,St. Joseph,,45407,CCFN,,,,,112,,,,,112,,,,,,,,,
7/24/2025,,World Harvest Church Pantry,St. Joseph,,45448,Backpack,,,,,,,,150,120,150,,,,,,,,,
7/24/2025,,World Harvest Church Pantry,St. Joseph,,45448,CCFN,,,,,16,,95.2,,,111.2,,,,,,,,,
7/24/2025,,World Harvest Church Pantry,St. Joseph,,45513,Backpack,,,,,,,,0,0,0,,,,,,,,,
7/24/2025,,World Harvest Church Pantry,St. Joseph,,45513,CCFN,28,,,,,,,,,28,,,,,,,,,
7/24/2025,,World Harvest Church Pantry,St. Joseph,,45598,Backpack,,,,,,,,0,0,0,,,,,,,,,
7/24/2025,,World Harvest Church Pantry,St. Joseph,,45598,CCFN,,,,,,70,,,,70,,,,,,,,,
7/24/2025,,World Harvest Church Pantry,St. Joseph,,45641,Backpack,,,,,,,,0,0,0,,,,,,,,,
7/24/2025,,World Harvest Church Pantry,St. Joseph,,45641,CCFN,10,,30,60,,,353.6,,,453.6,,,,,,,,,
7/24/2025,,YWCA,St. Joseph,,45580,CCFN,,,,,,,131.3,,,131.3,,,,,,,,,
7/25/2025,,Abundant Faith Family Ministries,St. Joseph,,45294,CCFN,,,,38,,,,,,38,,,,,,,,,
7/25/2025,,Abundant Faith Family Ministries,St. Joseph,,46045,Backpack,,,,,,,,37.5,30,37.5,,,,,,,,,
7/25/2025,,Abundant Faith Family Ministries,St. Joseph,,46045,CCFN,123,,9,,,38,143.7,,,313.7,,,,,,,,,
7/25/2025,,Adult & Teen Challenge Northern Indiana,Elkhart,,45308,CCFN,,,,,,,54,,,54,,,,,,,,,
7/25/2025,,Beyond the Kitchen,St. Joseph,,45637,CCFN,,,,,,,56,,,56,,,,,,,,,
7/25/2025,,Beyond the Kitchen,St. Joseph,,45756,CCFN,,,,,,,,,,,,,,,,,,,
7/25/2025,,CAPS,,,43851,Backpack,,,,,,,,225,180,225,,,,,,,,,
7/25/2025,,Chicken Farmer,Cass,,46071,CCFN,,,333,,,,,,,333,,,,,,,,,
7/25/2025,,Clubhouse of St Joseph County,St. Joseph,,45785,CCFN,,,5,,,,90,,,95,,,,,,,,,
7/25/2025,,Fairfield Food Pantry,Elkhart,,45310,Backpack,,,,,,,,15,12,15,,,,,,,,,
7/25/2025,,Fairfield Food Pantry,Elkhart,,45310,CCFN,82,,12,76,,64,20.9,,,254.9,,,,,,,,,
7/25/2025,,Family Resource Center,,,45478,Backpack,,,,,,,,,,,,,,,,,,,
7/25/2025,,Feed A Friend,Elkhart,,45497,Backpack,,,,,,,,60,48,60,,,,,,,,,
7/25/2025,,Feed A Friend,Elkhart,,45497,CCFN,41,,,,8.5,16,35.9,,,101.4,,,,,,,,,
7/25/2025,,Greater Harvest Full Gospel Church,St. Joseph,,45373,CCFN,0,,,,4,,,,,4,,,,,,,,,
7/25/2025,,Hay Park,Elkhart,,45476,Backpack,,,,,,,,,,,,,,,,,,,
7/25/2025,,Heart City Health - Scenic,,,45477,Backpack,,,,,,,,90,72,90,,,,,,,,,
7/25/2025,,Heart City Health - Simpson,,,45471,Backpack,,,,,,,,187.5,150,187.5,,,,,,,,,
7/25/2025,,Heart City Health - Women Health,Elkhart,,45473,Backpack,,,,,,,,52.5,42,52.5,,,,,,,,,
7/25/2025,,Holiness Church of God New Journey,St. Joseph,,46033,Backpack,,,,,,,,75,60,75,,,,,,,,,
7/25/2025,,Holiness Church of God New Journey,St. Joseph,,46033,CCFN,228,,9,,,60,155.8,,,452.8,,,,,,,,,
7/25/2025,,"Kingdom Business International, Ministries",St. Joseph,,45606,Backpack,,,,,,,,15,12,15,,,,,,,,,
7/25/2025,,"Kingdom Business International, Ministries",St. Joseph,,45606,CCFN,,,30,38,12,146,,,,226,,,,,,,,,
7/25/2025,,Lifeline Youth Ministries,Elkhart,,45475,Backpack,,,,,,,,375,300,375,,,,,,,,,
7/25/2025,,Marcellus Community Food Pantry,Cass,,45460,CCFN,,,,,16,,,,,16,,,,,,,,,
7/25/2025,,Miami Hill Apartments,St. Joseph,,45470,CCFN,33,,,,26,,58,,,117,,,,,,,,,
7/25/2025,,Northern Indiana Atheists,St. Joseph,,45483,CCFN,,,,,24,,,,,24,,,,,,,,,
7/25/2025,,Oak Street Health,St. Joseph,,45462,CCFN,,,,,8,7,,,,15,,,,,,,,,
7/25/2025,,Oaklawn PSH - Elkhart,Elkhart,,45262,CCFN,,,,,8,114,,,,122,,,,,,,,,
7/25/2025,,Oliver Apartments - Oaklawn,St. Joseph,,45599,CCFN,14,,,,,,,,,14,,,,,,,,,
7/25/2025,,Pringle Park,Elkhart,,45479,Backpack,,,,,,,,,,,,,,,,,,,
7/25/2025,,S.A.K.A.L the Center,Elkhart,,45441,CCFN,,,33,,,,,,,33,,,,,,,,,
7/25/2025,,S.A.K.A.L the Center,Elkhart,,45446,CCFN,96,,,,,,,,,96,,,,,,,,,
7/25/2025,,S.A.K.A.L the Center,Elkhart,,45482,CCFN,,,6.6,,16,,,,,22.6,,,,,,,,,
7/25/2025,,S.A.K.A.L the Center,Elkhart,,45508,CCFN,113,22.5,9,,,83,21,,,248.5,,,,,,,,,
7/25/2025,,S.A.K.A.L the Center,Elkhart,,45535,CCFN,60,,,,,,81.4,,,141.4,,,,,,,,,
7/25/2025,,S.A.K.A.L the Center,Elkhart,,45559,CCFN,,,182,,,0,,,,182,,,,,,,,,
7/25/2025,,S.A.K.A.L the Center,Elkhart,,45624,CCFN,,,,,,,243.3,,,243.3,,,,,,,,,
7/25/2025,,S.A.K.A.L the Center,Elkhart,,45769,CCFN,10,,,60,,,72,,,142,,,,,,,,,
7/25/2025,,S.A.K.A.L the Center,Elkhart,,45901,CCFN,,,,,,,53.5,,,53.5,,,,,,,,,
7/25/2025,,S.A.K.A.L the Center,Elkhart,,45925,CCFN,,36,,,11,,114.5,,,161.5,,,,,,,,,
7/25/2025,,S.A.K.A.L the Center,Elkhart,,45980,CCFN,,,20,28,44,,,,,92,,,,,,,,,
7/25/2025,,S.A.K.A.L the Center,Elkhart,,45982,CCFN,47.3,,,,,81,12,,,140.3,,,,,,,,,
7/25/2025,,S.A.K.A.L the Center,Elkhart,,45994,CCFN,86.4,,,,,,,,,86.4,,,,,,,,,
7/25/2025,,S.A.K.A.L the Center,Elkhart,,45999,CCFN,,,,,,,54,,,54,,,,,,,,,
7/25/2025,,S.A.K.A.L the Center,Elkhart,,46013,CCFN,,,,,,,,,,,,,,,,,,,
7/25/2025,,S.A.K.A.L the Center,Elkhart,,46032,CCFN,,,,76,,,0,,,76,,,,,,,,,
7/25/2025,,S.A.K.A.L the Center,Elkhart,,46052,Backpack,,,,,,,,0,0,0,,,,,,,,,
7/25/2025,,S.A.K.A.L the Center,Elkhart,,46052,CCFN,100,,,0,,,64,,,164,,,,,,,,,
7/25/2025,,Shanklin Park,Elkhart,,45474,Backpack,,,,,,,,,,,,,,,,,,,
7/25/2025,,The Miracle Lyfe Foundation,St. Joseph,,45426,CCFN,164,,,,,,,,,164,,,,,,,,,
7/25/2025,,The Miracle Lyfe Foundation,St. Joseph,,45562,CCFN,28,,,,,0,63.4,,,91.4,,,,,,,,,
7/25/2025,,The Miracle Lyfe Foundation,St. Joseph,,45563,CCFN,,,134,,,142,144,,,420,,,,,,,,,
7/25/2025,,The Miracle Lyfe Foundation,St. Joseph,,45625,CCFN,31.5,,3,,,,486.3,,,520.8,,,,,,,,,
7/25/2025,,The Miracle Lyfe Foundation,St. Joseph,,45739,Backpack,,,,,,,,150,120,150,,,,,,,,,
7/25/2025,,The Miracle Lyfe Foundation,St. Joseph,,45739,CCFN,,,42,,,,,,,42,,,,,,,,,
7/25/2025,,The Miracle Lyfe Foundation,St. Joseph,,45800,CCFN,85,,,,,,29,,,114,,,,,,,,,
7/25/2025,,The Miracle Lyfe Foundation,St. Joseph,,45830,CCFN,32,,,60,,,396,,,488,,,,,,,,,
7/25/2025,,The Miracle Lyfe Foundation,St. Joseph,,45838,CCFN,,10.5,160,,,,,,,170.5,,,,,,,,,
7/25/2025,,The Miracle Lyfe Foundation,St. Joseph,,45852,CCFN,,,35,,,,,,,35,,,,,,,,,
7/25/2025,,The Miracle Lyfe Foundation,St. Joseph,,45894,CCFN,,,32,,,,,,,32,,,,,,,,,
7/25/2025,,The Miracle Lyfe Foundation,St. Joseph,,45898,CCFN,,,,,,,46,,,46,,,,,,,,,
7/25/2025,,The Miracle Lyfe Foundation,St. Joseph,,45967,CCFN,,,,,,,23,,,23,,,,,,,,,
7/25/2025,,The Miracle Lyfe Foundation,St. Joseph,,45968,CCFN,24,,,,,,,,,24,,,,,,,,,
7/25/2025,,The Miracle Lyfe Foundation,St. Joseph,,46005,CCFN,,,,76,,,,,,76,,,,,,,,,
7/25/2025,,Tolson Center,Elkhart,,45472,Backpack,,,,,,,,225,180,225,,,,,,,,,
7/25/2025,,Unity Gardens,St. Joseph,,45928,CCFN,36,,,,,123,,,,159,,,,,,,,,
7/25/2025,,VA Northern Indiana,St. Joseph,,45927,Backpack,,,,,,,,67.5,54,67.5,,,,,,,,,
7/25/2025,,example,,,44411,Backpack,,,,,,,,,,,,,,,,,,,
7/28/2025,,Abundant Faith Family Ministries,St. Joseph,,46092,CCFN,30,,,,,,,,,30,,,,,,,,,
7/28/2025,,Abundant Faith Family Ministries,St. Joseph,,46164,Backpack,,,,,,,,37.5,30,37.5,,,,,,,,,
7/28/2025,,Abundant Faith Family Ministries,St. Joseph,,46164,CCFN,141,,6,,,,72,,,219,,,,,,,,,
7/28/2025,,Antioch Missionary Baptist Church,St. Joseph,,45065,CCFN,146,,,,8.5,,,,,154.5,,,,,,,,,
7/28/2025,,Charles Black Center,,,45743,CCFN,57,0,0,,28,,,,,85,,,,,,,,,
7/28/2025,,Charles Martin Youth Center,,,45732,Backpack,,,,,,,,150,120,150,,,,,,,,,
7/28/2025,,Chicken Farmer,Cass,,46215,CCFN,,,131,,,,,,,131,,,,,,,,,
7/28/2025,,Christ Temple Apostolic Church,,,45638,CCFN,164,,,,16,142,,,,322,,,,,,,,,
7/28/2025,,Christ Temple Apostolic Church,,,45777,CCFN,,,,,,,131.3,,,131.3,,,,,,,,,
7/28/2025,,Christ Temple Apostolic Church,,,45778,CCFN,,,,,,,72,,,72,,,,,,,,,
7/28/2025,,Christ Temple Apostolic Church,,,45944,Backpack,,,,,,,,150,120,150,,,,,,,,,
7/28/2025,,Christ Temple Apostolic Church,,,45944,CCFN,,36,,,,,320,,,356,,,,,,,,,
7/28/2025,,Christ Temple Apostolic Church,,,46122,CCFN,100,,,,,,25,,,125,,,,,,,,,
7/28/2025,,Christ Temple Apostolic Church,,,46123,CCFN,0,,,,60,,95.2,,,155.2,,,,,,,,,
7/28/2025,,Clay UMC Food Pantry,,,45731,Backpack,,,,,,,,562.5,450,562.5,,,,,,,,,
7/28/2025,,Clubhouse of St Joseph County,St. Joseph,,46120,CCFN,30,,,,,10,,,,40,,,,,,,,,
7/28/2025,,Corvilla,St. Joseph,,46230,Backpack,,,,,,,,150,120,150,,,,,,,,,
7/28/2025,,Davis Foundation Inc,,,45931,CCFN,0,,,,,,,,,0,,,,,,,,,
7/28/2025,,Edwardsburg Food Pantry,Michigan,,45550,CCFN,10,,,,,,90,,,100,,,,,,,,,
7/28/2025,,Feed A Friend,Elkhart,,45710,Backpack,,,,,,,,60,48,60,,,,,,,,,
7/28/2025,,Feed A Friend,Elkhart,,45710,CCFN,79.3,,6,,,22,83.9,,,191.2,,,,,,,,,
7/28/2025,,Holiness Church of God New Journey,St. Joseph,,46048,CCFN,130,,,,64,20,,,,214,,,,,,,,,
7/28/2025,,"Kingdom Business International, Ministries",St. Joseph,,45674,CCFN,,,,,0,70,,,,70,,,,,,,,,
7/28/2025,,LaSalle Park Homes,,,45660,Backpack,,,,,,,,75,60,75,,,,,,,,,
7/28/2025,,Lydick United Methodist Church,St. Joseph,,45823,CCFN,100,,,,,,,,,100,,,,,,,,,
7/28/2025,,Middlebury Community Food Pantry,Elkhart,,45861,CCFN,,,,,,166,,,,166,,,,,,,,,
7/28/2025,,Oaklawn Properties,St. Joseph,,46000,CCFN,42.4,,,,,,,,,42.4,,,,,,,,,
7/28/2025,,Palliative Care,St. Joseph,,45939,Backpack,,,,,,,,45,36,45,,,,,,,,,
7/28/2025,,Recovery Cafe,St. Joseph,,46158,Backpack,,,,,,,,22.5,18,22.5,,,,,,,,,
7/28/2025,,Recovery Cafe,St. Joseph,,46158,CCFN,64.3,,,,,18,,,,82.3,,,,,,,,,
7/28/2025,,St Vincent de Paul - St Thomas/ St Vincent FP,Elkhart,,45554,CCFN,,,,,,,88,,,88,,,,,,,,,
7/28/2025,,St. Joseph County Department of Health,St. Joseph,,45819,CCFN,50,,3,38,,,51.9,,,142.9,,,,,,,,,
7/28/2025,,"U Matter 2, INC",Marshall,,45885,CCFN,132,,12,,32,,49,,,225,,,,,,,,,
7/28/2025,,YWCA,St. Joseph,,45961,CCFN,100,,110,,,90,,,,300,,,,,,,,,
7/29/2025,,Alzheimer's and Dementia Services of Northern Indiana,St. Joseph,,46152,Backpack,,,,,,,,15,12,15,,,,,,,,,
7/29/2025,,Alzheimer's and Dementia Services of Northern Indiana,St. Joseph,,46152,CCFN,,,3,,,,20.9,,,23.9,,,,,,,,,
7/29/2025,,Alzheimer's and Dementia Services of Northern Indiana,St. Joseph,,46221,Backpack,,,,,,,,22.5,18,22.5,,,,,,,,,
7/29/2025,,Alzheimer's and Dementia Services of Northern Indiana,St. Joseph,,46221,CCFN,,,3,,,,9,,,12,,,,,,,,,
7/29/2025,,Beyond the Kitchen,St. Joseph,,45953,CCFN,,,,,,,54,,,54,,,,,,,,,
7/29/2025,,Brick of Hope Ministries,,,45487,CCFN,,,,,,44,,,,44,,,,,,,,,
7/29/2025,,Brick of Hope Ministries,,,45669,CCFN,100,,,,,,25,,,125,,,,,,,,,
7/29/2025,,Broadway Christian Parish,St. Joseph,,45659,CCFN,,,,,0,,,,,0,,,,,,,,,
7/29/2025,,Chicken Farmer,Cass,,46320,CCFN,,,100,,,,,,,100,,,,,,,,,
7/29/2025,,Community Food Pantry of New Carlisle,,,45902,CCFN,,,,,84,,,,,84,,,,,,,,,
7/29/2025,,Community Housing Alliance,St. Joseph,,45458,CCFN,,,3,24,,14,0,,,41,,,,,,,,,
7/29/2025,,Culver Food Pantry,,,45576,CCFN,164,,36,,,72,47.6,,,319.6,,,,,,,,,
7/29/2025,,Culver Food Pantry,,,45656,Backpack,,,,,,,,150,120,150,,,,,,,,,
7/29/2025,,Culver Food Pantry,,,45656,CCFN,136,,,,,,545.6,,,681.6,,,,,,,,,
7/29/2025,,Culver Food Pantry,,,45736,CCFN,,,,,70,,,,,70,,,,,,,,,
7/29/2025,,Feed A Friend,Elkhart,,45714,Backpack,,,,,,,,60,48,60,,,,,,,,,
7/29/2025,,Feed A Friend,Elkhart,,45714,CCFN,79.3,,6,,,22,90.7,,,198,,,,,,,,,
7/29/2025,,Fishers Outreach,St. Joseph,,45577,CCFN,,,,,,,45,,,45,,,,,,,,,
7/29/2025,,Fishers Outreach,St. Joseph,,45775,CCFN,,,42,,,,,,,42,,,,,,,,,
7/29/2025,,Fishers Outreach,St. Joseph,,45793,CCFN,100,,,,15,,,,,115,,,,,,,,,
7/29/2025,,Fishers Outreach,St. Joseph,,46171,CCFN,,,,,8.5,,,,,8.5,,,,,,,,,
7/29/2025,,Greater New Jerusalem Mission BC,St. Joseph,,45626,CCFN,64,,,,,70,124,,,258,,,,,,,,,
7/29/2025,,Greater New Jerusalem Mission BC,St. Joseph,,45767,CCFN,,,,60,,,72,,,132,,,,,,,,,
7/29/2025,,Greater New Jerusalem Mission BC,St. Joseph,,45919,CCFN,164,,,,,,54,,,218,,,,,,,,,
7/29/2025,,Greater New Jerusalem Mission BC,St. Joseph,,46040,CCFN,100,,,76,,,64,,,240,,,,,,,,,
7/29/2025,,Greater New Jerusalem Mission BC,St. Joseph,,46093,CCFN,,,,,30,,,,,30,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,45623,CCFN,,,,,,,137.3,,,137.3,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,45701,CCFN,,,,,,,32,,,32,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,45706,CCFN,31.5,,,,,,31,,,62.5,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,45715,CCFN,,,,,,,90,,,90,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,45719,CCFN,,,,,0,,,,,0,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,45744,CCFN,0,,,,,,,,,0,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,45746,CCFN,,40,56,,,,,,,96,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,45783,CCFN,10,,,,,,14.5,,,24.5,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,45818,CCFN,9,,,,,,,,,9,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,45825,CCFN,,,,,,,306,,,306,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,45839,CCFN,48,,,,,,20,,,68,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,45842,CCFN,,,,,,,20,,,20,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,45843,CCFN,,10.5,,,,,,,,10.5,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,45847,CCFN,,,52,,,,,,,52,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,45849,CCFN,10,,,,,,,,,10,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,45882,CCFN,,,0,,,,,,,0,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,45893,CCFN,,,,,,,120,,,120,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,45940,CCFN,,36,,,,,,,,36,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,45941,CCFN,,,38,,,,,,,38,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,45942,CCFN,,,,,,,36,,,36,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,45943,CCFN,,,,,,,112.5,,,112.5,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,45946,CCFN,,,,,,,72,,,72,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,45963,CCFN,,,,,,12,,,,12,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,45986,CCFN,24,,,,,,,,,24,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,46002,CCFN,,,,,,,18,,,18,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,46009,CCFN,,,,,,,27,,,27,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,46011,CCFN,,,,76,,,,,,76,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,46065,CCFN,100,,,,,,,,,100,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,46074,CCFN,100,,,,,,,,,100,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,46075,CCFN,,,,,,,48,,,48,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,46077,CCFN,,,12,,,,,,,12,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,46114,CCFN,21,,,,,,,,,21,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,46132,CCFN,30,,,,,20,,,,50,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,46183,CCFN,16,,,,,,,,,16,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,46185,CCFN,45,,,,,,,,,45,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,46190,CCFN,,,30,,,,,,,30,,,,,,,,,
7/29/2025,,Karl King Holdings,St. Joseph,,46200,CCFN,100,,,,,,,,,100,,,,,,,,,
7/29/2025,,"Kingdom Business International, Ministries",St. Joseph,,45680,CCFN,,,,,,,102,,,102,,,,,,,,,
7/29/2025,,"Kingdom Business International, Ministries",St. Joseph,,45918,CCFN,,,,,,,228,,,228,,,,,,,,,
7/29/2025,,Linden House,St. Joseph,,39365,Backpack,,,,,,,,30,24,30,,,,,,,,,
7/29/2025,,Linden House,St. Joseph,,39365,CCFN,41,,,,15,,9,,,65,,,,,,,,,
7/29/2025,,Marshall County Neighborhood Center,Marshall,,45650,CCFN,,,,,,,54,,,54,,,,,,,,,
7/29/2025,,Marshall County Neighborhood Center,Marshall,,45735,CCFN,,,,,280,,,,,280,,,,,,,,,
7/29/2025,,Marshall County Neighborhood Center,Marshall,,45809,CCFN,,,,,,,84,,,84,,,,,,,,,
7/29/2025,,Marshall County Neighborhood Center,Marshall,,45926,CCFN,,,,,,12,96,,,108,,,,,,,,,
7/29/2025,,Marshall County Neighborhood Center,Marshall,,46043,CCFN,,,,,,,54,,,54,,,,,,,,,
7/29/2025,,Marshall County Neighborhood Center,Marshall,,46141,CCFN,100,,12,,,,,,,112,,,,,,,,,
7/29/2025,,Marshall County Neighborhood Center,Marshall,,46150,CCFN,,,,,,,47.6,,,47.6,,,,,,,,,
7/29/2025,,Marshall County Neighborhood Center,Marshall,,46201,CCFN,45,,,,,,,,,45,,,,,,,,,
7/29/2025,,Monastery of the Holy Martyrs,St. Joseph,,45516,CCFN,31.5,,,,,,267.3,,,298.8,,,,,,,,,
7/29/2025,,Monastery of the Holy Martyrs,St. Joseph,,45737,CCFN,,,,,168,,,,,168,,,,,,,,,
7/29/2025,,Monastery of the Holy Martyrs,St. Joseph,,45741,Backpack,,,,,,,,150,120,150,,,,,,,,,
7/29/2025,,Monastery of the Holy Martyrs,St. Joseph,,45742,CCFN,,,,,,,32,,,32,,,,,,,,,
7/29/2025,,Monastery of the Holy Martyrs,St. Joseph,,45761,CCFN,10,,,60,,,72,,,142,,,,,,,,,
7/29/2025,,Monastery of the Holy Martyrs,St. Joseph,,45871,CCFN,164,,,,,24,,,,188,,,,,,,,,
7/29/2025,,Monastery of the Holy Martyrs,St. Joseph,,45995,CCFN,,,30,76,,,59,,,165,,,,,,,,,
7/29/2025,,Monastery of the Holy Martyrs,St. Joseph,,46055,CCFN,100,,,,,,42,,,142,,,,,,,,,
7/29/2025,,Monastery of the Holy Martyrs,St. Joseph,,46179,CCFN,15,,,,,,,,,15,,,,,,,,,
7/29/2025,,New Day Intake Center,St. Joseph,,45658,Backpack,,,,,,,,60,48,60,,,,,,,,,
7/29/2025,,New Day Intake Center,St. Joseph,,45658,CCFN,41,,,,,132,72,,,245,,,,,,,,,
7/29/2025,,Niles Housing Commission,St. Joseph,,45664,CCFN,3.2,,,,,,246.5,,,249.7,,,,,,,,,
7/29/2025,,Refiners Fire Ministries Inc.,St. Joseph,,45930,CCFN,,,,,,,54,,,54,,,,,,,,,
7/29/2025,,Rushton Apartments,St. Joseph,,45975,CCFN,,,6,,,36,27,,,69,,,,,,,,,
7/29/2025,,St Paul Bethel Missionary Baptist Church,St. Joseph,,45881,CCFN,115.8,,,,,,,,,115.8,,,,,,,,,
7/29/2025,,St. Augustine Parish - Soup Kitchen,St. Joseph,,45903,CCFN,,,,,126,,,,,126,,,,,,,,,
7/29/2025,,St. Joseph County Department of Health,St. Joseph,,45361,CCFN,,,,,,,72,,,72,,,,,,,,,
7/29/2025,,St. Joseph County Department of Health,St. Joseph,,45846,CCFN,,,,,,,,,,,,,,,,,,,
7/29/2025,,Village Food Pantry,St. Joseph,,45306,CCFN,,,,,,,7.8,,,7.8,,,,,,,,,
7/30/2025,,AIDS Ministries - AIDS Assist of Northern Indiana,,,45301,CCFN,,,,,0,,5,,,5,,,,,,,,,
7/30/2025,,AIDS Ministries - AIDS Assist of Northern Indiana,,,45908,CCFN,,,,,70,,,,,70,,,,,,,,,
7/30/2025,,Abundant Faith Family Ministries,St. Joseph,,46218,CCFN,,,,,,,40.1,,,40.1,,,,,,,,,
7/30/2025,,Boys & Girls Club - Nappanee,,,45787,CCFN,10,,,,,,9,,,19,,,,,,,,,
7/30/2025,,Boys & Girls Club - Nappanee,,,45884,CCFN,,,0,,,,,,,0,,,,,,,,,
7/30/2025,,Boys & Girls Club - Nappanee,,,45929,CCFN,,,,,,30,,,,30,,,,,,,,,
