Date,Vendor Code,Vendor,County,"Notes for ""Other",Order #,Program,Protein LBS,Starch LBS,Veg LBS,Fruit LBS,Baked Goods LBS,Dairy LBS,Grocery LBS,Indiv Meal LBS,Indiv Meals,Total Pounds," 8,093,927.70 ",,,,,,,,
4/18/2024,,West Goshen Elementary,,,17844,Backpack,,,,,,,,112.5,90,112.5,,,,,,,,,
4/18/2024,,West Side Church of Christ,,,17765,CCFN,,,,,,,48,,,48,,,,,,,,,
4/18/2024,,World Harvest Church Pantry,St. Joseph,,17693,CCFN,,,,,,,147.5,,,147.5,,,,,,,,,
4/18/2024,,World Harvest Church Pantry,St. Joseph,,17790,CCFN,,,,,112,,,,,112,,,,,,,,,
4/18/2024,,World Harvest Church Pantry,St. Joseph,,17982,Backpack,,,,,,,,150,120,150,,,,,,,,,
4/19/2024,,Brick of Hope Ministries,,,17776,CCFN,,,,,,,18.8,,,18.8,,,,,,,,,
4/19/2024,,Brick of Hope Ministries,,,18086,CCFN,,,,,,,20,,,20,,,,,,,,,
4/19/2024,,Career Academy,,,17988,Backpack,,,,,,,,262.5,210,262.5,,,,,,,,,
4/19/2024,,Christ Temple Apostolic Church,,,17878,CCFN,,,,,,,50,,,120,,,,,,,,,
4/19/2024,,Christ Temple Apostolic Church,,,17896,CCFN,,,,,,12,,,,12,,,,,,,,,
4/19/2024,,Christ Temple Apostolic Church,,,17969,CCFN,,,,,,,88,,,88,,,,,,,,,
4/19/2024,,Christ Temple Apostolic Church,,,18122,CCFN,,,,,,,147.8,,,147.8,,,,,,,,,
4/19/2024,,Christ Temple Apostolic Church,,,18187,CCFN,,,,,,,357,,,357,,,,,,,,,
4/19/2024,,Cultivate Food Rescue,St. Joseph,,18161,CCFN,,,,,26,,91,,,117,,,,,,,,,
4/19/2024,,Cultivate Food Rescue,St. Joseph,,18162,CCFN,,,,,,,78,,,78,,,,,,,,,
4/19/2024,,Darden Elementary,,,18339,Backpack,,,,,,,,300,240,300,,,,,,,,,
4/19/2024,,Davis Foundation Inc,,,17977,CCFN,,,,,,,30,,,30,,,,,,,,,
4/19/2024,,Feed A Friend,Elkhart,,17890,CCFN,,,,,,,17.5,,,17.5,,,,,,,,,
4/19/2024,,Feed A Friend,Elkhart,,17924,CCFN,,,4,,4,,,,,8,,,,,,,,,
4/19/2024,,Feed A Friend,Elkhart,,17934,CCFN,,,0.9,,,3,,,,3.9,,,,,,,,,
4/19/2024,,Feed A Friend,Elkhart,,18047,Backpack,,,,,,,,30,24,30,,,,,,,,,
4/19/2024,,Feed A Friend,Elkhart,,18047,CCFN,,,,,,,26.4,,,26.4,,,,,,,,,
4/19/2024,,Feed A Friend,Elkhart,,18064,CCFN,20,,67,,,,61,,,148,,,,,,,,,
4/19/2024,,Feed A Friend,Elkhart,,18154,CCFN,,,0,,,,,,,0,,,,,,,,,
4/19/2024,,Harrison Elementary,,,17995,Backpack,,,,,,,,225,180,225,,,,,,,,,
4/19/2024,,Lincoln Elementary,,,17996,Backpack,,,,,,,,300,240,300,,,,,,,,,
4/19/2024,,Maranatha Missionary Baptist Church,St. Joseph,,17908,CCFN,,,,,,,31.5,,,31.5,,,,,,,,,
4/19/2024,,McKinley Elementary,,,17991,Backpack,,,,,,,,337.5,270,337.5,,,,,,,,,
4/19/2024,,Miami Hill Apartments,St. Joseph,,17989,CCFN,23,,,,25,,18,,,66,,,,,,,,,
4/19/2024,,Miami Village Church,,,17853,CCFN,,,,,,,120,,,120,,,,,,,,,
4/19/2024,,Miami Village Church,,,17944,CCFN,,,,,,,60,,,60,,,,,,,,,
4/19/2024,,Miami Village Church,,,18009,CCFN,,,,,38,,,,,38,,,,,,,,,
4/19/2024,,Miami Village Church,,,18015,CCFN,,,,,,,20,,,20,,,,,,,,,
4/19/2024,,Miami Village Church,,,18132,CCFN,40,,,,,,,,,40,,,,,,,,,
4/19/2024,,Miami Village Church,,,18139,CCFN,24,,,,,,26,,,50,,,,,,,,,
4/19/2024,,Monroe Primary,St. Joseph,,17997,Backpack,,,,,,,,187.5,150,187.5,,,,,,,,,
4/19/2024,,Nuner Elementary,,,17990,Backpack,,,,,,,,150,120,150,,,,,,,,,
4/19/2024,,Oaklawn Properties,St. Joseph,,17949,CCFN,,,,,38,,74,,,112,,,,,,,,,
4/19/2024,,Oaklawn Properties,St. Joseph,,18013,CCFN,,,,,,,20,,,20,,,,,,,,,
4/19/2024,,Oaklawn Properties,St. Joseph,,18107,CCFN,,,,,,,20,,,20,,,,,,,,,
4/19/2024,,Oaklawn Properties,St. Joseph,,18138,CCFN,,,23,,,,40,,,63,,,,,,,,,
4/19/2024,,Oaklawn Properties,St. Joseph,,18155,CCFN,,,,,,,291,,,291,,,,,,,,,
4/19/2024,,Oliver Apartments - Oaklawn,St. Joseph,,18109,CCFN,,,,,,,158,,,158,,,,,,,,,
4/19/2024,,Paramount School,,,17987,Backpack,,,,,,,,150,120,150,,,,,,,,,
4/19/2024,,Progressive Missionary Baptist Church,St. Joseph,,17875,CCFN,,,,,,,108,,,108,,,,,,,,,
4/19/2024,,Progressive Missionary Baptist Church,St. Joseph,,18040,CCFN,,,,,,,78,,,78,,,,,,,,,
4/19/2024,,Village Food Pantry,St. Joseph,,17545,CCFN,,,,,,,12.8,,,12.8,,,,,,,,,
4/19/2024,,Warren Primary,,,17994,Backpack,,,,,,,,75,60,75,,,,,,,,,
4/19/2024,,Washington High School,,,17998,Backpack,,,,,,,,75,60,75,,,,,,,,,
4/19/2024,,Wilson Primary,,,17993,Backpack,,,,,,,,187.5,150,187.5,,,,,,,,,
4/19/2024,,World Harvest Church Pantry,St. Joseph,,18058,CCFN,66,,15,,65,2,0,,,148,,,,,,,,,
4/22/2024,,Brick of Hope Ministries,,,18223,CCFN,30,,,,,,0,,,30,,,,,,,,,
4/22/2024,,Broadway Christian Parish,St. Joseph,,18225,CCFN,10,26,62,135,100,24,9,,,366,,,,,,,,,
4/22/2024,,Christ Temple Apostolic Church,,,18222,CCFN,137,,35,82,38,154,5,,,451,,,,,,,,,
4/22/2024,,Clay UMC Food Pantry,,,17913,Backpack,,,,,,,,375,300,375,,,,,,,,,
4/22/2024,,Feed A Friend,Elkhart,,17935,CCFN,,,,,2,1.5,6.8,,,10.3,,,,,,,,,
4/22/2024,,Feed A Friend,Elkhart,,18048,Backpack,,,,,,,,30,24,30,,,,,,,,,
4/22/2024,,Feed A Friend,Elkhart,,18048,CCFN,,,,,,,26.4,,,26.4,,,,,,,,,
4/22/2024,,Feed A Friend,Elkhart,,18149,CCFN,20,,22,,,,67,,,109,,,,,,,,,
4/22/2024,,LaSalle Park Homes,,,17999,CCFN,53,,,,45,,,,,98,,,,,,,,,
4/22/2024,,Lydick United Methodist Church,St. Joseph,,17852,CCFN,,,,,,,85,,,85,,,,,,,,,
4/22/2024,,Lydick United Methodist Church,St. Joseph,,17892,CCFN,,50,,,,,,,,50,,,,,,,,,
4/22/2024,,Lydick United Methodist Church,St. Joseph,,18012,CCFN,,,,,19,,48,,,67,,,,,,,,,
4/22/2024,,Lydick United Methodist Church,St. Joseph,,18016,CCFN,96,,,,,,,,,96,,,,,,,,,
4/22/2024,,Lydick United Methodist Church,St. Joseph,,18146,CCFN,48,,,,,,,,,48,,,,,,,,,
4/22/2024,,Lydick United Methodist Church,St. Joseph,,18148,CCFN,20,,,,,,147,,,167,,,,,,,,,
4/22/2024,,St Vincent de Paul - St Thomas/ St Vincent FP,Elkhart,,17667,CCFN,,,,,,,73.3,,,73.3,,,,,,,,,
4/22/2024,,St Vincent de Paul - St Thomas/ St Vincent FP,Elkhart,,18112,CCFN,40,,,,,,,,,40,,,,,,,,,
4/22/2024,,St. Paul's United Methodist Church,,,18219,Backpack,,,,,,,,30,24,30,,,,,,,,,
4/22/2024,,St. Paul's United Methodist Church,,,18219,CCFN,,,,,,,35,,,35,,,,,,,,,
4/23/2024,,Brick of Hope Ministries,,,18246,CCFN,268,,356,,,,0,,,624,,,,,,,,,
4/23/2024,,Broadway Christian Parish,St. Joseph,,17771,CCFN,,,,,,,35,,,35,,,,,,,,,
4/23/2024,,Broadway Christian Parish,St. Joseph,,17974,CCFN,,,,,168,,,,,168,,,,,,,,,
4/23/2024,,Broadway Christian Parish,St. Joseph,,18237,CCFN,,,7.4,,,,,,,7.4,,,,,,,,,
4/23/2024,,Christ Temple Apostolic Church,,,18268,CCFN,,,,,,,0,,,0,,,,,,,,,
4/23/2024,,Community Food Pantry of New Carlisle,,,17976,CCFN,,,,,84,,,,,84,,,,,,,,,
4/23/2024,,Cultivate Food Rescue,St. Joseph,,18260,Backpack,,,,,,,,225,180,225,,,,,,,,,
4/23/2024,,Cultivate Food Rescue,St. Joseph,,18260,CCFN,,,,,,,0,,,0,,,,,,,,,
4/23/2024,,Culver Food Pantry,,,17554,Backpack,,,,,,,,150,120,150,,,,,,,,,
4/23/2024,,Culver Food Pantry,,,17554,CCFN,,,,,,,93,,,93,,,,,,,,,
4/23/2024,,Culver Food Pantry,,,17956,CCFN,,,,,70,,,,,70,,,,,,,,,
4/23/2024,,David's Courage,,,17824,CCFN,,,,,,,20.8,,,20.8,,,,,,,,,
4/23/2024,,David's Courage,,,17955,CCFN,,,,,14,,,,,14,,,,,,,,,
4/23/2024,,Edwardsburg Food Pantry,Michigan,,18014,CCFN,,,,,,,268,,,268,,,,,,,,,
4/23/2024,,Edwardsburg Food Pantry,Michigan,,18017,Backpack,,,,,,,,45,36,45,,,,,,,,,
4/23/2024,,Edwardsburg Food Pantry,Michigan,,18021,CCFN,,,,,,,86,,,86,,,,,,,,,
4/23/2024,,Edwardsburg Food Pantry,Michigan,,18106,CCFN,,,,,,,592,,,592,,,,,,,,,
4/23/2024,,Edwardsburg Food Pantry,Michigan,,18133,CCFN,48,,,,,,,,,48,,,,,,,,,
4/23/2024,,Edwardsburg Food Pantry,Michigan,,18145,CCFN,16,,,,,,232,,,248,,,,,,,,,
4/23/2024,,Feed A Friend,Elkhart,,18049,Backpack,,,,,,,,30,24,30,,,,,,,,,
4/23/2024,,Feed A Friend,Elkhart,,18049,CCFN,,,,,,,58.4,,,58.4,,,,,,,,,
4/23/2024,,Feed A Friend,Elkhart,,18150,CCFN,20,,,,,,94,,,114,,,,,,,,,
4/23/2024,,Feed A Friend,Elkhart,,18210,CCFN,,,5.5,,,,,,,5.5,,,,,,,,,
4/23/2024,,Greater Harvest Full Gospel Church,St. Joseph,,17893,Backpack,,,,,,,,150,120,150,,,,,,,,,
4/23/2024,,Greater Harvest Full Gospel Church,St. Joseph,,17893,CCFN,,,,,,,289.3,,,289.3,,,,,,,,,
4/23/2024,,Greater Harvest Full Gospel Church,St. Joseph,,18025,CCFN,,,,,,,95,,,95,,,,,,,,,
4/23/2024,,Greater Harvest Full Gospel Church,St. Joseph,,18121,CCFN,300,,,,,42,120,,,462,,,,,,,,,
4/23/2024,,Greater Harvest Full Gospel Church,St. Joseph,,18140,CCFN,,,,,,,26,,,26,,,,,,,,,
4/23/2024,,Greater Harvest Full Gospel Church,St. Joseph,,18141,CCFN,,,144,,,,,,,144,,,,,,,,,
4/23/2024,,Greater Harvest Full Gospel Church,St. Joseph,,18152,CCFN,,,,,,,130,,,130,,,,,,,,,
4/23/2024,,Greater Harvest Full Gospel Church,St. Joseph,,18198,CCFN,,,7,,,,,,,7,,,,,,,,,
4/23/2024,,Greater New Jerusalem Mission BC,St. Joseph,,17967,Backpack,,,,,,,,75,60,75,,,,,,,,,
4/23/2024,,Greater New Jerusalem Mission BC,St. Joseph,,18236,CCFN,,,,,,,1.3,,,1.3,,,,,,,,,
4/23/2024,,Greater New Jerusalem Mission BC,St. Joseph,,18242,CCFN,,,4,,,,,,,4,,,,,,,,,
4/23/2024,,Laville Elementary,,,18075,Backpack,,,,,,,,262.5,210,262.5,,,,,,,,,
4/23/2024,,Marshall County Neighborhood Center,Marshall,,17957,CCFN,,,,,280,,,,,280,,,,,,,,,
4/23/2024,,Marshall County Neighborhood Center,Marshall,,17972,CCFN,,,,,,,208,,,208,,,,,,,,,
4/23/2024,,Marshall County Neighborhood Center,Marshall,,18060,CCFN,,,,,,,58,,,58,,,,,,,,,
4/23/2024,,Marshall County Neighborhood Center,Marshall,,18238,CCFN,,,15,,,,,,,15,,,,,,,,,
4/23/2024,,Monastery of the Holy Martyrs,St. Joseph,,17871,Backpack,,,,,,,,150,120,150,,,,,,,,,
4/23/2024,,Monastery of the Holy Martyrs,St. Joseph,,17871,CCFN,,,,,,,48,,,48,,,,,,,,,
4/23/2024,,Monastery of the Holy Martyrs,St. Joseph,,17975,CCFN,,,,,168,,,,,168,,,,,,,,,
4/23/2024,,Monastery of the Holy Martyrs,St. Joseph,,18027,CCFN,,,,,,,40,,,40,,,,,,,,,
4/23/2024,,Monastery of the Holy Martyrs,St. Joseph,,18118,CCFN,200,,,,,,592,,,792,,,,,,,,,
4/23/2024,,Monastery of the Holy Martyrs,St. Joseph,,18135,CCFN,,,,,,,230,,,230,,,,,,,,,
4/23/2024,,Oliver Apartments - Oaklawn,St. Joseph,,18267,CCFN,,,,,,,87,,,87,,,,,,,,,
4/23/2024,,Our Lady of the Road Soup Kitchen,St. Joseph,,17968,Backpack,,,,,,,,60,48,60,,,,,,,,,
4/23/2024,,Our Lady of the Road Soup Kitchen,St. Joseph,,17968,CCFN,,,,,,,231.9,,,231.9,,,,,,,,,
4/23/2024,,Our Lady of the Road Soup Kitchen,St. Joseph,,18192,CCFN,,,3.7,,,,,,,3.7,,,,,,,,,
4/23/2024,,St Paul Bethel Missionary Baptist Church,St. Joseph,,17961,CCFN,,,,,,,120,,,120,,,,,,,,,
4/23/2024,,St. Joseph County Department of Health,St. Joseph,,17850,CCFN,,,,,,,32,,,32,,,,,,,,,
4/23/2024,,St. Joseph County Department of Health,St. Joseph,,18104,CCFN,16,,,,,,165,,,181,,,,,,,,,
4/24/2024,,AIDS Ministries - AIDS Assist of Northern Indiana,,,17212,CCFN,,,2,,,,,,,2,,,,,,,,,
4/24/2024,,AIDS Ministries - AIDS Assist of Northern Indiana,,,18031,CCFN,,,,,70,,,,,70,,,,,,,,,
4/24/2024,,Boys & Girls Club - Nappanee,,,17873,CCFN,,,,,,,268,,,268,,,,,,,,,
4/24/2024,,Boys & Girls Club - Nappanee,,,18023,CCFN,20,,,,,42,616,,,678,,,,,,,,,
4/24/2024,,Bread of Life Community FP,LaGrange,,18037,CCFN,,,,,420,,,,,420,,,,,,,,,
4/24/2024,,Bread of Life Community FP,LaGrange,,18247,CCFN,,,3.5,,,,5.1,,,8.6,,,,,,,,,
4/24/2024,,Bread of Life Community FP,LaGrange,,18282,CCFN,,,17.3,44,,,110,,,171.3,,,,,,,,,
4/24/2024,,Bremen High School,,,18039,Backpack,,,,,,,,375,300,375,,,,,,,,,
4/24/2024,,Brick of Hope Ministries,,,18269,CCFN,756,,1176,,,,9713,,,11645,,,,,,,,,
4/24/2024,,Brick of Hope Ministries,,,18299,CCFN,108,,,107,107,0,107,,,429,,,,,,,,,
4/24/2024,,Christ the King - St. Vincent de Paul,St. Joseph,,17595,Backpack,,,,,,,,60,48,60,,,,,,,,,
4/24/2024,,Christ the King - St. Vincent de Paul,St. Joseph,,17595,CCFN,,,,,,,15,,,15,,,,,,,,,
4/24/2024,,Community Food Pantry of New Carlisle,,,18043,CCFN,,,,,,,48,,,48,,,,,,,,,
4/24/2024,,Community Food Pantry of New Carlisle,,,18044,CCFN,,,,,,,3.8,,,3.8,,,,,,,,,
4/24/2024,,Cultivate Food Rescue,St. Joseph,,18336,CCFN,272,,5,,32,61,511,,,881,,,,,,,,,
4/24/2024,,Divine Faith Ministry,St. Joseph,,18026,CCFN,,,,,,,88,,,88,,,,,,,,,
4/24/2024,,Divine Faith Ministry,St. Joseph,,18128,CCFN,,,,,,,250,,,250,,,,,,,,,
4/24/2024,,Divine Faith Ministry,St. Joseph,,18209,CCFN,18,,,,,,,,,18,,,,,,,,,
4/24/2024,,Divine Faith Ministry,St. Joseph,,18213,CCFN,180,,,,,,,,,180,,,,,,,,,
4/24/2024,,Divine Faith Ministry,St. Joseph,,18227,CCFN,,,7.5,,,,,,,7.5,,,,,,,,,
4/24/2024,,Divine Faith Ministry,St. Joseph,,18292,CCFN,,,,,,,36,,,36,,,,,,,,,
4/24/2024,,Divine Faith Ministry,St. Joseph,,18335,CCFN,20,128,,,,,,,,148,,,,,,,,,
4/24/2024,,Feed A Friend,Elkhart,,18050,Backpack,,,,,,,,30,24,30,,,,,,,,,
4/24/2024,,Feed A Friend,Elkhart,,18050,CCFN,,,,,,,19.5,,,19.5,,,,,,,,,
4/24/2024,,Feed A Friend,Elkhart,,18151,CCFN,20,,22,,,,101,,,143,,,,,,,,,
4/24/2024,,Feed A Friend,Elkhart,,18262,CCFN,,,4,,,,,,,4,,,,,,,,,
4/24/2024,,Feed A Friend,Elkhart,,18266,CCFN,,39,,,,54,48,,,141,,,,,,,,,
4/24/2024,,Feed A Friend,Elkhart,,18310,CCFN,,,,,,,15,,,15,,,,,,,,,
4/24/2024,,Feed A Friend,Elkhart,,18321,CCFN,40,,,,,,,,,40,,,,,,,,,
4/24/2024,,Greater Harvest Full Gospel Church,St. Joseph,,18306,CCFN,,,,,,0,18,,,18,,,,,,,,,
4/24/2024,,Ironwood United Pentecostal Food Pantry,St. Joseph,,17862,Backpack,,,,,,,,45,36,45,,,,,,,,,
4/24/2024,,Ironwood United Pentecostal Food Pantry,St. Joseph,,17980,CCFN,,,,,,,50,,,50,,,,,,,,,
4/24/2024,,Ironwood United Pentecostal Food Pantry,St. Joseph,,18002,CCFN,,,,,,,112.3,,,112.3,,,,,,,,,
4/24/2024,,Ironwood United Pentecostal Food Pantry,St. Joseph,,18032,CCFN,,,,,42,,,,,42,,,,,,,,,
4/24/2024,,Ironwood United Pentecostal Food Pantry,St. Joseph,,18062,CCFN,,,,,,,75,,,75,,,,,,,,,
4/24/2024,,Ironwood United Pentecostal Food Pantry,St. Joseph,,18085,CCFN,,,,,,,8,,,8,,,,,,,,,
4/24/2024,,Ironwood United Pentecostal Food Pantry,St. Joseph,,18116,CCFN,,,,,,84,600,,,684,,,,,,,,,
4/24/2024,,Ironwood United Pentecostal Food Pantry,St. Joseph,,18142,CCFN,,,,,,,130,,,130,,,,,,,,,
4/24/2024,,"Kingdom Business International, Ministries",St. Joseph,,18302,CCFN,,,,,,0,241,,,241,,,,,,,,,
4/24/2024,,"Kingdom Business International, Ministries",St. Joseph,,18337,CCFN,,,,,,0,199,,,199,,,,,,,,,
4/24/2024,,Madison Steam,St. Joseph,,18035,Backpack,,,,,,,,637.5,510,637.5,,,,,,,,,
4/24/2024,,Milford Food Bank,,,18301,CCFN,,1932,,,,0,,,,1932,,,,,,,,,
4/24/2024,,Mishawaka Food Pantry,St. Joseph,,18030,CCFN,,,,,280,,,,,280,,,,,,,,,
4/24/2024,,Monastery of the Holy Martyrs,St. Joseph,,18304,CCFN,,,,,,0,330,,,330,,,,,,,,,
4/24/2024,,Nappanee Open Door,Elkhart,,17872,Backpack,,,,,,,,37.5,30,37.5,,,,,,,,,
4/24/2024,,Nappanee Open Door,Elkhart,,17872,CCFN,,,,,,,268,,,268,,,,,,,,,
4/24/2024,,Nappanee Open Door,Elkhart,,18036,CCFN,,,,,42,,,,,42,,,,,,,,,
4/24/2024,,Oakhaven Community,,,17964,CCFN,,,,,,,12,,,12,,,,,,,,,
4/24/2024,,Oaklawn Properties,St. Joseph,,18250,CCFN,,,8,,,,,,,8,,,,,,,,,
4/24/2024,,Oaklawn Properties,St. Joseph,,18317,CCFN,,,,,,,5,,,5,,,,,,,,,
4/24/2024,,Oaklawn Properties,St. Joseph,,18318,CCFN,,,,,,15,,,,15,,,,,,,,,
4/24/2024,,Oliver Apartments - Oaklawn,St. Joseph,,18157,Backpack,,,,,,,,75,60,75,,,,,,,,,
4/24/2024,,Oliver Apartments - Oaklawn,St. Joseph,,18157,CCFN,100,,,,,,364,,,464,,,,,,,,,
4/24/2024,,Oliver Apartments - Oaklawn,St. Joseph,,18160,CCFN,,,20,,,,,,,20,,,,,,,,,
4/24/2024,,Oliver Apartments - Oaklawn,St. Joseph,,18272,CCFN,,,0.8,,,,,,,0.8,,,,,,,,,
4/24/2024,,Oliver Apartments - Oaklawn,St. Joseph,,18288,CCFN,,,,,,,30,,,30,,,,,,,,,
4/24/2024,,Oliver Apartments - Oaklawn,St. Joseph,,18294,CCFN,,,,,,45,54,,,99,,,,,,,,,
4/24/2024,,Salvation Army - Kroc Center,St. Joseph,,18042,CCFN,,,,,,,65,,,65,,,,,,,,,
4/24/2024,,Salvation Army - Kroc Center,St. Joseph,,18204,CCFN,,,,,,,20,,,20,,,,,,,,,
4/24/2024,,Salvation Army - Kroc Center,St. Joseph,,18290,CCFN,,,,,,,148,,,148,,,,,,,,,
4/24/2024,,St Joe County Public Library,,,18033,Backpack,,,,,,,,202.5,162,202.5,,,,,,,,,
4/24/2024,,St Joe County Public Library,,,18034,Backpack,,,,,,,,202.5,162,202.5,,,,,,,,,
4/24/2024,,St Paul Bethel Missionary Baptist Church,St. Joseph,,18286,CCFN,,,6,,,,,,,6,,,,,,,,,
4/24/2024,,St. Augustine Parish - Soup Kitchen,St. Joseph,,14849,CCFN,40,84,,,,270,,,,394,,,,,,,,,
4/24/2024,,St. Joseph County Department of Health,St. Joseph,,17746,CCFN,60,45,,,,,70.3,,,175.3,,,,,,,,,
4/24/2024,,Storehouse Food Pantry,,,17971,CCFN,,,,,,,76,,,76,,,,,,,,,
4/24/2024,,Storehouse Food Pantry,,,18029,CCFN,,,,,84,,,,,84,,,,,,,,,
4/24/2024,,Storehouse Food Pantry,,,18119,Backpack,,,,,,,,75,60,75,,,,,,,,,
4/24/2024,,Storehouse Food Pantry,,,18119,CCFN,,,,,,,177.3,,,177.3,,,,,,,,,
4/24/2024,,The Center,Elkhart,,17906,CCFN,,,,,,,60,,,60,,,,,,,,,
4/24/2024,,The Center,Elkhart,,18007,CCFN,,,,,,,125.5,,,125.5,,,,,,,,,
4/24/2024,,The Center,Elkhart,,18038,Backpack,,,,,,,,225,180,225,,,,,,,,,
4/24/2024,,The Center,Elkhart,,18038,CCFN,,,,,28,,,,,28,,,,,,,,,
4/24/2024,,The Center,Elkhart,,18130,CCFN,,,,,,,415,,,415,,,,,,,,,
4/24/2024,,The Center,Elkhart,,18191,CCFN,27,,,,,,,,,27,,,,,,,,,
4/24/2024,,The Center,Elkhart,,18216,CCFN,60,,,,,,,,,60,,,,,,,,,
4/24/2024,,The Center,Elkhart,,18235,CCFN,,,,,,,0,,,0,,,,,,,,,
4/24/2024,,The Center,Elkhart,,18255,CCFN,,,30,,,,,,,30,,,,,,,,,
4/25/2024,,Adult & Teen Challenge Northern Indiana,Elkhart,,18011,CCFN,,,,,,,170,,,170,,,,,,,,,
4/25/2024,,Adult & Teen Challenge Northern Indiana,Elkhart,,18201,CCFN,,,,,,,58,,,58,,,,,,,,,
4/25/2024,,Adult & Teen Challenge Northern Indiana,Elkhart,,18296,CCFN,,86,,,,,87,,,173,,,,,,,,,
4/25/2024,,Adult & Teen Challenge Northern Indiana,Elkhart,,18298,CCFN,,,,,,165,,,,165,,,,,,,,,
4/25/2024,,Adult & Teen Challenge Northern Indiana,Elkhart,,18303,CCFN,,,,,,,54,,,54,,,,,,,,,
4/25/2024,,"Boys & Girls Club, Goshen",,,18093,Backpack,,,,,,,,75,60,75,,,,,,,,,
4/25/2024,,Brick of Hope Ministries,,,18087,CCFN,,9,,,,,168,,,177,,,,,,,,,
4/25/2024,,Bristol Elementary,,,18092,Backpack,,,,,,,,502.5,402,502.5,,,,,,,,,
4/25/2024,,Broadway Christian Parish,St. Joseph,,18245,CCFN,,,,,,,771.5,,,771.5,,,,,,,,,
4/25/2024,,CAPS,,,18084,Backpack,,,,,,,,375,300,375,,,,,,,,,
4/25/2024,,Calvary United Methodist Church,Elkhart,,18022,CCFN,,,,,,,78,,,78,,,,,,,,,
4/25/2024,,Calvary United Methodist Church,Elkhart,,18137,CCFN,20,,,,,,192,,,212,,,,,,,,,
4/25/2024,,Calvary United Methodist Church,Elkhart,,18164,CCFN,,,0.5,,,,,,,0.5,,,,,,,,,
4/25/2024,,Calvary United Methodist Church,Elkhart,,18274,CCFN,,,2,,,,,,,2,,,,,,,,,
4/25/2024,,Calvary United Methodist Church,Elkhart,,18279,CCFN,,44,,,,,,,,44,,,,,,,,,
4/25/2024,,Calvary United Methodist Church,Elkhart,,18346,CCFN,,36,,,,,30,,,66,,,,,,,,,
4/25/2024,,Chamberlain Elementary,,,18074,Backpack,,,,,,,,45,36,45,,,,,,,,,
4/25/2024,,Christian Center Church Food Pantry,St. Joseph,,18068,CCFN,80,,,,,,4,,,84,,,,,,,,,
4/25/2024,,Christian Center Church Food Pantry,St. Joseph,,18194,CCFN,,,,,,,78,,,78,,,,,,,,,
4/25/2024,,Christian Center Church Food Pantry,St. Joseph,,18212,CCFN,,,18.8,,,,,,,18.8,,,,,,,,,
4/25/2024,,Christian Center Church Food Pantry,St. Joseph,,18278,CCFN,,,,1,,37,,,,38,,,,,,,,,
4/25/2024,,Christian Center Church Food Pantry,St. Joseph,,18291,CCFN,,,,,,,22,,,22,,,,,,,,,
4/25/2024,,Christian Center Church Food Pantry,St. Joseph,,18369,CCFN,,54,,,,30,144.5,,,228.5,,,,,,,,,
4/25/2024,,Cleveland Elementary,Elkhart,,18077,Backpack,,,,,,,,112.5,90,112.5,,,,,,,,,
4/25/2024,,Clubhouse of St Joseph County,St. Joseph,,18041,CCFN,,27,,,,,36,,,63,,,,,,,,,
4/25/2024,,Community Support,,,17901,CCFN,,,,,,,55.5,,,55.5,,,,,,,,,
4/25/2024,,Community Support,,,18071,Backpack,,,,,,,,375,300,375,,,,,,,,,
4/25/2024,,Community Support,,,18071,CCFN,,,,,350,,,,,350,,,,,,,,,
4/25/2024,,Concord South Side,,,18098,Backpack,,,,,,,,187.5,150,187.5,,,,,,,,,
4/25/2024,,Concord West Side,,,18100,Backpack,,,,,,,,187.5,150,187.5,,,,,,,,,
4/25/2024,,Eastwood Elementary,,,18072,Backpack,,,,,,,,127.5,102,127.5,,,,,,,,,
4/25/2024,,Family Resource Center,,,18076,Backpack,,,,,,,,45,36,45,,,,,,,,,
4/25/2024,,Feed A Friend,Elkhart,,18153,Backpack,,,,,,,,30,24,30,,,,,,,,,
4/25/2024,,Feed A Friend,Elkhart,,18153,CCFN,20,,,,,,67,,,87,,,,,,,,,
4/25/2024,,Feed A Friend,Elkhart,,18263,CCFN,,,4,,,,,,,4,,,,,,,,,
4/25/2024,,Feed A Friend,Elkhart,,18305,CCFN,,44,,,,15,65,,,124,,,,,,,,,
4/25/2024,,Feed A Friend,Elkhart,,18322,CCFN,40,,,,,,,,,40,,,,,,,,,
4/25/2024,,Feed A Friend,Elkhart,,18327,CCFN,,18,,,,,98.5,,,116.5,,,,,,,,,
4/25/2024,,Feed A Friend,Elkhart,,18374,CCFN,,18,,,,,111.9,,,129.9,,,,,,,,,
4/25/2024,,Goshen Intermediate,,,18101,Backpack,,,,,,,,75,60,75,,,,,,,,,
4/25/2024,,Gymtown Food Pantry,Elkhart,,18019,CCFN,,,,,,,40,,,40,,,,,,,,,
4/25/2024,,Gymtown Food Pantry,Elkhart,,18091,Backpack,,,,,,,,75,60,75,,,,,,,,,
4/25/2024,,Gymtown Food Pantry,Elkhart,,18091,CCFN,,,,,168,,,,,168,,,,,,,,,
4/25/2024,,Gymtown Food Pantry,Elkhart,,18105,CCFN,64,,,,,,382,,,446,,,,,,,,,
4/25/2024,,Gymtown Food Pantry,Elkhart,,18186,CCFN,,5,3.5,,47,,,,,55.5,,,,,,,,,
4/25/2024,,Heart City Health - Scenic,,,18078,Backpack,,,,,,,,90,72,90,,,,,,,,,
